comparison,FEATURE_ID,c1_num_reps,counts_c1_g1_rep1,counts_c1_g2_rep1,counts_c1_both_rep1,counts_c1_g1_rep2,counts_c1_g2_rep2,counts_c1_both_rep2,counts_c1_g1_rep3,counts_c1_g2_rep3,counts_c1_both_rep3,prior_c1_g1,prior_c1_g2,c1_flag_analyze,c2_num_reps,counts_c2_g1_rep1,counts_c2_g2_rep1,counts_c2_both_rep1,counts_c2_g1_rep2,counts_c2_g2_rep2,counts_c2_both_rep2,counts_c2_g1_rep3,counts_c2_g2_rep3,counts_c2_both_rep3,prior_c2_g1,prior_c2_g2,c2_flag_analyze
line,fusion_id,3,2,4,9097,2,7,9025,2,7,11750,0.2,0.8,1,3,5,3,11585,4,7,13446,1,9,10046,0.2,0.8,1
line,fusion_id,3,1,3,9130,3,5,8784,0,11,9937,0.2,0.8,1,3,4,6,9985,4,13,9436,3,5,8890,0.2,0.8,1
line,fusion_id,3,3,8,9373,3,6,10299,4,5,9031,0.2,0.8,1,3,5,7,8781,1,10,7567,4,12,9951,0.2,0.8,1
line,fusion_id,3,1,8,8890,3,7,9982,0,9,10484,0.2,0.8,1,3,0,9,9607,1,9,9548,3,6,10625,0.2,0.8,1
line,fusion_id,3,1,3,9494,0,10,10501,1,4,11242,0.2,0.8,1,3,2,7,10604,1,6,8436,4,13,9654,0.2,0.8,1
line,fusion_id,3,2,10,11527,1,3,10049,1,10,9678,0.2,0.8,1,3,1,10,9680,2,11,10086,1,9,10264,0.2,0.8,1
line,fusion_id,3,2,12,10630,1,6,12653,4,10,9458,0.2,0.8,1,3,0,7,8174,0,3,10525,1,9,9093,0.2,0.8,1
line,fusion_id,3,1,12,11125,1,6,10948,1,6,10835,0.2,0.8,1,3,2,6,8245,1,10,10963,3,10,9217,0.2,0.8,1
line,fusion_id,3,2,5,10411,2,5,10048,1,8,10080,0.2,0.8,1,3,3,7,11774,3,8,13101,2,13,7697,0.2,0.8,1
line,fusion_id,3,2,7,8521,4,10,8739,1,7,11677,0.2,0.8,1,3,0,5,9099,0,6,8311,2,3,9207,0.2,0.8,1
line,fusion_id,3,1,6,10999,1,6,8525,2,4,7989,0.2,0.8,1,3,0,8,8553,0,9,11210,3,12,11337,0.2,0.8,1
line,fusion_id,3,3,9,10739,1,6,9174,1,9,9704,0.2,0.8,1,3,3,10,9863,0,3,10074,0,10,8398,0.2,0.8,1
line,fusion_id,3,0,9,11684,4,10,11207,0,10,8439,0.2,0.8,1,3,3,6,7577,3,6,10879,2,5,11814,0.2,0.8,1
line,fusion_id,3,2,11,8612,4,8,10624,1,6,10723,0.2,0.8,1,3,4,6,9512,3,6,13775,3,13,10959,0.2,0.8,1
line,fusion_id,3,2,9,8186,2,5,8103,2,6,10392,0.2,0.8,1,3,1,5,9277,3,12,8994,1,5,10774,0.2,0.8,1
line,fusion_id,3,2,10,8778,0,10,10119,3,10,8041,0.2,0.8,1,3,3,6,6910,3,8,8604,2,8,10758,0.2,0.8,1
line,fusion_id,3,3,6,12054,3,7,9437,1,7,10741,0.2,0.8,1,3,2,16,7814,2,4,12761,1,7,9495,0.2,0.8,1
line,fusion_id,3,2,14,8093,5,4,11752,2,7,8873,0.2,0.8,1,3,0,14,11999,2,14,11457,4,10,10849,0.2,0.8,1
line,fusion_id,3,1,8,11316,0,6,7722,3,6,10069,0.2,0.8,1,3,5,7,11443,2,10,8772,1,6,11289,0.2,0.8,1
line,fusion_id,3,3,6,9966,1,10,10670,3,12,8593,0.2,0.8,1,3,4,7,11194,2,7,9838,3,7,9321,0.2,0.8,1
line,fusion_id,3,0,6,8897,3,7,8796,1,6,8971,0.2,0.8,1,3,2,7,9507,2,4,7587,1,13,11422,0.2,0.8,1
line,fusion_id,3,2,7,11580,0,15,6564,2,11,11923,0.2,0.8,1,3,3,9,10733,1,9,7797,1,5,9616,0.2,0.8,1
line,fusion_id,3,1,6,9447,0,6,10362,3,6,6709,0.2,0.8,1,3,1,5,10603,3,7,9551,2,6,8945,0.2,0.8,1
line,fusion_id,3,3,11,8388,0,9,12648,3,7,10855,0.2,0.8,1,3,1,5,8685,1,7,12369,6,13,8959,0.2,0.8,1
line,fusion_id,3,4,5,11588,3,9,9838,1,8,12137,0.2,0.8,1,3,1,10,10866,3,7,11107,3,5,9857,0.2,0.8,1
line,fusion_id,3,0,8,12338,1,7,8614,3,3,10387,0.2,0.8,1,3,1,7,10169,0,10,9949,0,9,8318,0.2,0.8,1
line,fusion_id,3,4,10,9411,2,12,8697,3,6,11099,0.2,0.8,1,3,2,12,9033,1,11,10372,3,9,10506,0.2,0.8,1
line,fusion_id,3,3,13,7934,1,13,9742,3,8,9254,0.2,0.8,1,3,2,5,9060,1,7,11314,1,11,9017,0.2,0.8,1
line,fusion_id,3,1,8,9150,1,10,13231,1,8,7104,0.2,0.8,1,3,3,7,11034,2,4,9064,1,12,10361,0.2,0.8,1
line,fusion_id,3,5,4,10728,1,12,8557,1,6,10517,0.2,0.8,1,3,4,8,10364,1,7,9118,2,10,10723,0.2,0.8,1
line,fusion_id,3,2,15,11060,1,6,10796,1,4,9290,0.2,0.8,1,3,2,6,9460,0,10,10513,4,6,11125,0.2,0.8,1
line,fusion_id,3,0,3,8378,0,11,9556,5,7,9338,0.2,0.8,1,3,2,12,7851,2,9,10478,2,12,10051,0.2,0.8,1
line,fusion_id,3,3,9,9770,3,13,8454,1,11,10112,0.2,0.8,1,3,2,9,8499,1,9,11789,3,7,11085,0.2,0.8,1
line,fusion_id,3,4,8,10304,2,2,10206,4,1,10112,0.2,0.8,1,3,2,9,7989,2,9,9138,2,13,12074,0.2,0.8,1
line,fusion_id,3,3,7,8057,3,5,9090,2,4,6877,0.2,0.8,1,3,1,10,10616,1,4,7539,4,8,9740,0.2,0.8,1
line,fusion_id,3,5,8,8859,1,8,12368,1,7,9130,0.2,0.8,1,3,2,8,10181,5,6,8224,3,7,7739,0.2,0.8,1
line,fusion_id,3,2,3,9857,1,8,8177,2,8,10824,0.2,0.8,1,3,0,12,11599,3,7,10350,3,11,11293,0.2,0.8,1
line,fusion_id,3,3,6,8388,0,14,11065,3,6,7951,0.2,0.8,1,3,4,8,9743,2,15,10942,1,9,9100,0.2,0.8,1
line,fusion_id,3,4,9,9119,4,3,11915,4,10,10239,0.2,0.8,1,3,3,12,10795,4,6,14399,1,7,10167,0.2,0.8,1
line,fusion_id,3,1,5,9868,2,6,8817,1,7,11318,0.2,0.8,1,3,1,9,10939,0,5,9570,1,8,10299,0.2,0.8,1
line,fusion_id,3,0,2,8347,4,5,10099,5,4,9832,0.2,0.8,1,3,1,5,9995,0,6,7284,4,11,10542,0.2,0.8,1
line,fusion_id,3,3,7,8656,2,6,8130,1,4,11095,0.2,0.8,1,3,1,8,10971,2,9,8549,1,8,12467,0.2,0.8,1
line,fusion_id,3,2,7,8602,3,6,9798,2,8,11168,0.2,0.8,1,3,1,8,8548,2,7,10189,2,10,9586,0.2,0.8,1
line,fusion_id,3,3,5,9196,1,6,11172,1,6,9062,0.2,0.8,1,3,2,8,9556,1,5,8226,2,11,10121,0.2,0.8,1
line,fusion_id,3,1,18,10337,2,9,13141,3,10,9890,0.2,0.8,1,3,1,4,9908,2,12,9513,2,6,9946,0.2,0.8,1
line,fusion_id,3,4,7,10910,1,8,9824,0,11,10766,0.2,0.8,1,3,3,7,8323,3,9,9389,2,10,8824,0.2,0.8,1
line,fusion_id,3,1,12,8420,3,12,9527,1,7,10490,0.2,0.8,1,3,3,7,8451,2,5,12147,3,5,10117,0.2,0.8,1
line,fusion_id,3,2,8,9200,5,11,8122,1,9,9781,0.2,0.8,1,3,2,6,11301,0,11,8671,1,9,9748,0.2,0.8,1
line,fusion_id,3,1,10,10784,1,7,8734,4,12,13249,0.2,0.8,1,3,2,8,7886,2,12,9192,4,10,10096,0.2,0.8,1
line,fusion_id,3,0,7,10667,2,5,8533,1,7,10024,0.2,0.8,1,3,1,6,9097,2,7,9735,4,11,9564,0.2,0.8,1
line,fusion_id,3,0,7,11006,1,5,11855,3,8,12226,0.2,0.8,1,3,2,8,8348,2,8,11393,2,6,7184,0.2,0.8,1
line,fusion_id,3,4,8,8321,1,21,9112,1,11,13173,0.2,0.8,1,3,5,8,8582,1,4,8730,3,14,9257,0.2,0.8,1
line,fusion_id,3,2,6,9948,1,8,9634,0,13,8616,0.2,0.8,1,3,3,6,8554,4,4,9676,0,5,6160,0.2,0.8,1
line,fusion_id,3,0,6,9196,1,8,6233,2,7,10123,0.2,0.8,1,3,1,4,9926,2,4,8379,2,7,9926,0.2,0.8,1
line,fusion_id,3,2,5,10351,3,6,8083,3,3,8452,0.2,0.8,1,3,0,6,10718,2,7,9459,4,13,8669,0.2,0.8,1
line,fusion_id,3,2,8,9253,2,10,8778,1,15,14010,0.2,0.8,1,3,3,4,11212,3,13,7579,1,12,8599,0.2,0.8,1
line,fusion_id,3,3,10,10529,3,10,10797,7,8,10458,0.2,0.8,1,3,3,6,12273,3,12,8108,3,6,11171,0.2,0.8,1
line,fusion_id,3,1,8,10703,3,10,10834,3,9,7964,0.2,0.8,1,3,2,6,13182,2,10,9622,0,9,11090,0.2,0.8,1
line,fusion_id,3,0,9,8938,3,3,6872,3,11,9191,0.2,0.8,1,3,2,7,9801,2,3,11027,3,8,10811,0.2,0.8,1
line,fusion_id,3,0,7,10909,4,4,10324,1,9,8665,0.2,0.8,1,3,3,5,9379,2,5,8973,0,9,9753,0.2,0.8,1
line,fusion_id,3,0,7,9543,1,4,9733,3,8,12032,0.2,0.8,1,3,4,11,12032,4,7,12602,1,6,9670,0.2,0.8,1
line,fusion_id,3,3,7,7103,3,12,8788,2,14,11381,0.2,0.8,1,3,2,5,9023,0,4,9228,3,9,9823,0.2,0.8,1
line,fusion_id,3,2,7,8473,1,8,7630,4,8,11561,0.2,0.8,1,3,0,10,7827,1,5,7964,1,8,9710,0.2,0.8,1
line,fusion_id,3,0,9,11568,3,6,9063,2,12,9874,0.2,0.8,1,3,3,12,9412,1,8,8871,0,9,9504,0.2,0.8,1
line,fusion_id,3,1,9,9123,2,6,6818,2,7,7949,0.2,0.8,1,3,2,13,9975,1,4,10147,3,8,8862,0.2,0.8,1
line,fusion_id,3,2,8,8474,3,15,8439,5,8,10200,0.2,0.8,1,3,2,10,9436,1,11,10392,2,15,11101,0.2,0.8,1
line,fusion_id,3,2,5,8765,1,8,9051,0,5,8032,0.2,0.8,1,3,0,10,9585,3,8,8014,1,7,10568,0.2,0.8,1
line,fusion_id,3,1,11,8429,2,5,9154,3,7,10142,0.2,0.8,1,3,1,6,11602,0,8,9115,1,10,7711,0.2,0.8,1
line,fusion_id,3,0,9,11083,1,12,10862,2,13,8981,0.2,0.8,1,3,1,10,10720,1,5,6772,1,13,10101,0.2,0.8,1
line,fusion_id,3,1,6,10421,2,10,10540,2,6,10011,0.2,0.8,1,3,1,7,9433,2,10,9890,0,10,12772,0.2,0.8,1
line,fusion_id,3,5,6,9341,0,6,9052,0,8,8935,0.2,0.8,1,3,3,9,11278,0,7,8436,1,3,8762,0.2,0.8,1
line,fusion_id,3,2,7,8978,4,2,10802,1,11,10241,0.2,0.8,1,3,1,4,12680,1,5,7946,2,11,12402,0.2,0.8,1
line,fusion_id,3,3,7,9008,1,7,9865,3,8,9108,0.2,0.8,1,3,3,9,10337,1,4,10733,0,12,8836,0.2,0.8,1
line,fusion_id,3,3,4,9145,3,12,8968,1,19,11526,0.2,0.8,1,3,1,6,9306,1,7,9408,2,6,10906,0.2,0.8,1
line,fusion_id,3,0,8,9952,3,15,9064,2,7,11201,0.2,0.8,1,3,1,9,12000,1,1,8451,3,6,9782,0.2,0.8,1
line,fusion_id,3,0,6,12704,3,7,10524,0,7,11338,0.2,0.8,1,3,4,11,9525,3,10,12074,6,7,9684,0.2,0.8,1
line,fusion_id,3,0,10,8068,1,10,11017,0,11,8619,0.2,0.8,1,3,1,6,9970,7,10,12172,2,7,8519,0.2,0.8,1
line,fusion_id,3,4,9,8790,3,7,8048,2,8,7615,0.2,0.8,1,3,0,7,9752,1,5,9687,2,7,9642,0.2,0.8,1
line,fusion_id,3,0,6,10615,2,6,12040,0,11,8820,0.2,0.8,1,3,2,5,12767,4,9,8981,0,6,11837,0.2,0.8,1
line,fusion_id,3,3,8,6784,3,5,8181,2,7,11168,0.2,0.8,1,3,2,14,9263,1,4,10324,0,13,9626,0.2,0.8,1
line,fusion_id,3,3,9,12303,0,4,11858,2,5,9050,0.2,0.8,1,3,0,6,10127,5,3,11576,1,3,9168,0.2,0.8,1
line,fusion_id,3,3,14,13366,0,8,8206,1,10,11581,0.2,0.8,1,3,6,5,9743,1,9,10088,0,8,10649,0.2,0.8,1
line,fusion_id,3,2,12,9124,3,5,7495,1,9,9221,0.2,0.8,1,3,0,9,9907,1,11,10905,1,8,9047,0.2,0.8,1
line,fusion_id,3,4,12,12783,4,8,10908,0,3,8780,0.2,0.8,1,3,2,11,10495,0,8,11968,2,4,9461,0.2,0.8,1
line,fusion_id,3,0,4,12942,2,11,8548,1,7,7814,0.2,0.8,1,3,2,4,8731,5,7,8413,1,11,10217,0.2,0.8,1
line,fusion_id,3,3,10,11710,3,8,8886,1,0,10051,0.2,0.8,1,3,2,14,11435,1,8,10775,0,14,13335,0.2,0.8,1
line,fusion_id,3,1,6,7292,1,4,7552,1,4,9637,0.2,0.8,1,3,3,9,8433,3,4,9454,3,12,8726,0.2,0.8,1
line,fusion_id,3,1,4,9092,3,13,9503,1,8,10534,0.2,0.8,1,3,4,6,11045,1,3,11670,1,13,10555,0.2,0.8,1
line,fusion_id,3,4,3,9400,1,10,12117,2,8,10119,0.2,0.8,1,3,1,6,11173,5,14,13055,2,9,11025,0.2,0.8,1
line,fusion_id,3,2,7,8738,2,11,11089,1,7,9270,0.2,0.8,1,3,2,8,11521,3,10,9744,3,6,9715,0.2,0.8,1
line,fusion_id,3,1,11,13649,0,8,11360,3,6,10399,0.2,0.8,1,3,0,10,15090,0,9,10317,0,13,9709,0.2,0.8,1
line,fusion_id,3,2,6,9424,3,10,10729,2,8,9453,0.2,0.8,1,3,3,6,12990,4,7,10965,2,15,11917,0.2,0.8,1
line,fusion_id,3,2,5,8938,2,8,10403,1,11,7939,0.2,0.8,1,3,3,8,9133,5,11,8578,1,5,7926,0.2,0.8,1
line,fusion_id,3,3,10,11891,1,5,10037,0,5,9690,0.2,0.8,1,3,4,5,8660,3,13,8736,1,5,9819,0.2,0.8,1
line,fusion_id,3,0,5,10787,4,6,8063,7,6,8535,0.2,0.8,1,3,5,4,10502,1,5,10000,2,6,13590,0.2,0.8,1
line,fusion_id,3,1,4,11828,1,9,10259,2,8,7327,0.2,0.8,1,3,5,9,9845,2,6,8955,1,13,10316,0.2,0.8,1
line,fusion_id,3,3,4,11386,2,6,11584,3,8,11745,0.2,0.8,1,3,2,6,11948,6,16,8365,3,12,12220,0.2,0.8,1
line,fusion_id,3,3,12,9679,3,8,11124,3,9,11503,0.2,0.8,1,3,1,8,9889,4,7,11501,2,12,11773,0.2,0.8,1
line,fusion_id,3,2,13,7493,1,9,10789,3,13,11383,0.2,0.8,1,3,3,9,11703,2,8,12786,1,11,10663,0.2,0.8,1
line,fusion_id,3,1,7,14393,1,4,10709,1,12,12450,0.2,0.8,1,3,2,5,9744,0,9,11800,1,8,7761,0.2,0.8,1
line,fusion_id,3,0,13,9723,2,13,8656,3,5,12827,0.2,0.8,1,3,2,5,10748,2,10,8776,4,6,13043,0.2,0.8,1
line,fusion_id,3,4,8,11403,2,4,11450,1,8,10067,0.2,0.8,1,3,4,10,9518,1,11,7815,2,5,9175,0.2,0.8,1
line,fusion_id,3,0,6,8766,4,9,7579,2,1,8830,0.2,0.8,1,3,2,11,11556,1,10,7932,2,13,10735,0.2,0.8,1
line,fusion_id,3,4,14,11217,2,6,9871,3,13,9154,0.2,0.8,1,3,4,7,9075,4,10,11924,3,5,11411,0.2,0.8,1
line,fusion_id,3,4,3,10653,1,10,11942,6,5,10314,0.2,0.8,1,3,4,5,10712,0,13,10578,2,9,9312,0.2,0.8,1
line,fusion_id,3,3,6,8419,3,6,12207,1,4,9281,0.2,0.8,1,3,2,7,8603,1,3,8551,1,13,12145,0.2,0.8,1
line,fusion_id,3,3,12,7748,3,8,11374,1,8,12308,0.2,0.8,1,3,0,6,11028,3,8,10988,1,10,7816,0.2,0.8,1
line,fusion_id,3,1,10,9560,1,9,11118,3,13,11238,0.2,0.8,1,3,5,6,10077,5,7,9137,0,8,10274,0.2,0.8,1
line,fusion_id,3,6,17,9319,1,9,10770,2,7,12697,0.2,0.8,1,3,4,7,10200,1,4,10300,1,11,11481,0.2,0.8,1
line,fusion_id,3,2,9,10511,1,7,9144,2,7,9030,0.2,0.8,1,3,3,11,8118,4,19,11200,2,8,10149,0.2,0.8,1
line,fusion_id,3,5,3,10124,2,9,9074,1,8,7818,0.2,0.8,1,3,2,14,11171,3,9,10278,1,8,9801,0.2,0.8,1
line,fusion_id,3,2,4,7729,4,12,8951,4,9,12362,0.2,0.8,1,3,0,6,8524,2,6,11834,1,10,11095,0.2,0.8,1
line,fusion_id,3,1,5,10006,4,11,9629,1,4,10288,0.2,0.8,1,3,1,11,11367,3,5,10705,1,7,10375,0.2,0.8,1
line,fusion_id,3,3,12,10223,0,10,9105,1,8,8430,0.2,0.8,1,3,4,7,9716,0,11,9130,3,8,7507,0.2,0.8,1
line,fusion_id,3,3,7,12504,2,10,9613,0,10,8918,0.2,0.8,1,3,4,8,10270,2,10,9757,2,5,11512,0.2,0.8,1
line,fusion_id,3,4,11,10473,2,8,10482,3,8,8380,0.2,0.8,1,3,0,10,11837,1,7,9056,5,6,9615,0.2,0.8,1
line,fusion_id,3,2,12,10227,0,12,10925,3,6,9694,0.2,0.8,1,3,4,15,8850,1,8,11572,2,5,11390,0.2,0.8,1
line,fusion_id,3,5,10,8861,3,7,10022,2,5,10970,0.2,0.8,1,3,1,5,8871,2,13,10591,2,8,11178,0.2,0.8,1
line,fusion_id,3,1,6,8825,5,8,7868,0,6,11534,0.2,0.8,1,3,2,8,12129,0,9,9157,5,9,11461,0.2,0.8,1
line,fusion_id,3,1,9,10558,5,5,9470,1,10,10442,0.2,0.8,1,3,2,6,8464,1,11,8870,1,5,11520,0.2,0.8,1
line,fusion_id,3,0,2,10434,4,7,10486,2,5,9650,0.2,0.8,1,3,1,6,7144,0,4,10131,0,12,8427,0.2,0.8,1
line,fusion_id,3,1,4,10924,2,12,7410,3,6,10740,0.2,0.8,1,3,4,10,8595,0,7,10921,2,7,10844,0.2,0.8,1
line,fusion_id,3,4,8,10072,2,7,10232,2,6,6984,0.2,0.8,1,3,2,8,10383,1,6,10341,2,11,8688,0.2,0.8,1
line,fusion_id,3,4,12,9752,2,12,10221,1,8,9856,0.2,0.8,1,3,2,10,10765,0,6,10055,2,3,11010,0.2,0.8,1
line,fusion_id,3,2,12,9248,1,9,11020,2,5,10151,0.2,0.8,1,3,1,9,8507,1,7,8299,1,6,8839,0.2,0.8,1
line,fusion_id,3,1,8,8456,3,11,12758,2,8,12035,0.2,0.8,1,3,4,13,8293,3,5,11838,1,10,10870,0.2,0.8,1
line,fusion_id,3,0,6,9093,3,6,6868,1,7,7256,0.2,0.8,1,3,0,7,12013,4,13,10728,0,8,9911,0.2,0.8,1
line,fusion_id,3,3,14,9285,1,8,12026,1,5,10658,0.2,0.8,1,3,3,7,8182,2,5,9511,1,10,8751,0.2,0.8,1
line,fusion_id,3,1,6,10022,0,14,10712,2,8,10174,0.2,0.8,1,3,2,13,8644,2,4,12457,2,10,8475,0.2,0.8,1
line,fusion_id,3,3,11,11992,1,8,12995,2,16,9441,0.2,0.8,1,3,1,5,9149,1,6,10546,2,8,8880,0.2,0.8,1
line,fusion_id,3,0,12,11013,0,12,9606,1,7,9736,0.2,0.8,1,3,1,5,9791,1,18,7449,2,8,8624,0.2,0.8,1
line,fusion_id,3,2,5,12425,1,5,8622,1,12,10997,0.2,0.8,1,3,1,8,9101,4,5,6823,8,13,12091,0.2,0.8,1
line,fusion_id,3,1,7,9591,2,5,8928,1,10,11982,0.2,0.8,1,3,3,10,8337,1,7,9245,5,7,12674,0.2,0.8,1
line,fusion_id,3,0,6,10622,1,11,8291,0,8,10205,0.2,0.8,1,3,0,9,8844,3,7,9135,1,7,10624,0.2,0.8,1
line,fusion_id,3,1,3,10389,0,9,11599,2,3,10289,0.2,0.8,1,3,1,7,14334,1,10,8726,0,9,8571,0.2,0.8,1
line,fusion_id,3,2,6,12331,3,14,9543,3,5,10605,0.2,0.8,1,3,4,12,11434,2,10,8652,1,8,9287,0.2,0.8,1
line,fusion_id,3,1,7,8650,1,7,9439,0,9,11091,0.2,0.8,1,3,2,10,12943,2,7,10291,0,15,9526,0.2,0.8,1
line,fusion_id,3,2,7,9924,4,7,10594,3,8,8393,0.2,0.8,1,3,2,4,9425,1,12,10242,0,10,7487,0.2,0.8,1
line,fusion_id,3,1,8,8545,4,2,9466,1,11,9397,0.2,0.8,1,3,2,8,11577,1,11,10776,2,13,9063,0.2,0.8,1
line,fusion_id,3,4,13,8948,1,8,12247,2,9,12524,0.2,0.8,1,3,0,7,12101,2,8,11329,3,13,8796,0.2,0.8,1
line,fusion_id,3,1,8,9458,4,7,11127,6,2,12820,0.2,0.8,1,3,0,6,11540,0,13,10149,2,13,10095,0.2,0.8,1
line,fusion_id,3,1,12,10341,3,7,9752,1,7,8480,0.2,0.8,1,3,5,7,9872,3,9,11505,7,6,10471,0.2,0.8,1
line,fusion_id,3,4,14,10901,0,9,10738,4,12,11267,0.2,0.8,1,3,2,18,10388,2,13,9641,3,12,8187,0.2,0.8,1
line,fusion_id,3,2,6,9525,4,10,11471,5,8,10273,0.2,0.8,1,3,2,8,11131,4,7,8922,2,10,9562,0.2,0.8,1
line,fusion_id,3,1,7,9595,1,6,10868,6,11,9371,0.2,0.8,1,3,5,9,8726,0,10,9549,3,7,12617,0.2,0.8,1
line,fusion_id,3,1,15,10214,1,5,10830,4,8,10601,0.2,0.8,1,3,0,8,10884,4,9,8887,2,13,9576,0.2,0.8,1
line,fusion_id,3,3,7,11242,1,10,9416,1,8,8990,0.2,0.8,1,3,3,8,8140,3,3,10379,1,7,11325,0.2,0.8,1
line,fusion_id,3,4,10,10401,2,5,9388,3,7,12805,0.2,0.8,1,3,0,11,10993,4,11,7754,2,12,8581,0.2,0.8,1
line,fusion_id,3,0,14,8228,2,3,8387,3,9,9324,0.2,0.8,1,3,1,8,9341,5,10,10411,1,3,7895,0.2,0.8,1
line,fusion_id,3,2,6,10386,1,11,9905,1,12,10683,0.2,0.8,1,3,5,10,10679,2,4,8089,2,6,8390,0.2,0.8,1
line,fusion_id,3,2,5,10714,1,9,9325,3,8,8312,0.2,0.8,1,3,1,9,13322,3,7,10769,3,6,11582,0.2,0.8,1
line,fusion_id,3,2,13,8999,4,6,8476,1,5,10070,0.2,0.8,1,3,3,11,12670,2,11,12643,2,2,8957,0.2,0.8,1
line,fusion_id,3,2,6,10434,2,13,10516,1,8,8973,0.2,0.8,1,3,4,9,9253,3,11,10110,0,14,10246,0.2,0.8,1
line,fusion_id,3,3,8,9746,6,5,9198,8,12,11741,0.2,0.8,1,3,3,11,9736,3,5,11064,1,7,12233,0.2,0.8,1
line,fusion_id,3,1,8,9726,3,7,7740,2,12,10997,0.2,0.8,1,3,2,11,10437,1,5,11229,2,9,13767,0.2,0.8,1
line,fusion_id,3,2,11,8107,1,9,12342,1,10,9329,0.2,0.8,1,3,3,8,6957,3,10,9322,3,7,8613,0.2,0.8,1
line,fusion_id,3,1,9,10644,5,11,10434,1,9,11713,0.2,0.8,1,3,1,9,11251,3,9,8314,2,8,10108,0.2,0.8,1
line,fusion_id,3,1,8,10614,2,6,11750,1,8,8316,0.2,0.8,1,3,0,7,7048,0,6,8776,3,8,10402,0.2,0.8,1
line,fusion_id,3,0,5,8434,3,7,10368,3,8,10266,0.2,0.8,1,3,2,5,10322,1,12,11134,2,7,7541,0.2,0.8,1
line,fusion_id,3,4,8,12942,2,7,9178,5,11,9978,0.2,0.8,1,3,2,7,9748,0,3,7985,1,5,13095,0.2,0.8,1
line,fusion_id,3,0,5,10491,0,5,7956,1,12,7651,0.2,0.8,1,3,3,5,10034,1,11,9202,3,7,12743,0.2,0.8,1
line,fusion_id,3,1,8,8303,5,6,9638,4,10,10835,0.2,0.8,1,3,0,6,11052,1,5,10503,1,8,11631,0.2,0.8,1
line,fusion_id,3,2,8,10383,3,3,9864,3,4,10581,0.2,0.8,1,3,4,10,10729,4,8,11183,1,10,10518,0.2,0.8,1
line,fusion_id,3,3,12,11758,1,4,10893,1,12,11110,0.2,0.8,1,3,1,6,13402,0,5,9789,1,7,11201,0.2,0.8,1
line,fusion_id,3,3,12,10537,1,8,12772,3,6,11245,0.2,0.8,1,3,1,8,13059,2,5,11285,3,7,10526,0.2,0.8,1
line,fusion_id,3,2,5,9211,6,9,10427,1,10,9580,0.2,0.8,1,3,3,6,10669,4,10,9973,3,2,9798,0.2,0.8,1
line,fusion_id,3,2,8,12174,0,5,8656,2,6,9469,0.2,0.8,1,3,1,3,10135,0,8,12686,4,7,9834,0.2,0.8,1
