comparison,FEATURE_ID,c1_num_reps,counts_c1_g1_rep1,counts_c1_g2_rep1,counts_c1_both_rep1,counts_c1_g1_rep2,counts_c1_g2_rep2,counts_c1_both_rep2,counts_c1_g1_rep3,counts_c1_g2_rep3,counts_c1_both_rep3,prior_c1_g1,prior_c1_g2,c1_flag_analyze,c2_num_reps,counts_c2_g1_rep1,counts_c2_g2_rep1,counts_c2_both_rep1,counts_c2_g1_rep2,counts_c2_g2_rep2,counts_c2_both_rep2,counts_c2_g1_rep3,counts_c2_g2_rep3,counts_c2_both_rep3,prior_c2_g1,prior_c2_g2,c2_flag_analyze
line,fusion_id,3,12,8,3629,10,4,3925,3,8,4435,0.8,0.8,1,3,5,5,3616,10,6,5292,4,6,3454,0.8,0.8,1
line,fusion_id,3,6,8,4542,10,1,3874,12,6,3314,0.8,0.8,1,3,20,7,3590,7,10,4059,11,8,4077,0.8,0.8,1
line,fusion_id,3,9,9,3994,5,7,4693,7,9,4092,0.8,0.8,1,3,4,9,3926,9,8,4710,8,8,3791,0.8,0.8,1
line,fusion_id,3,6,9,3513,6,5,4193,9,6,3572,0.8,0.8,1,3,14,10,4532,7,7,2828,9,7,3811,0.8,0.8,1
line,fusion_id,3,8,9,5095,11,10,3640,12,11,4119,0.8,0.8,1,3,7,11,4590,8,8,3894,10,5,4503,0.8,0.8,1
line,fusion_id,3,5,14,4647,14,14,3981,10,6,4333,0.8,0.8,1,3,8,7,3735,9,6,4521,9,9,5247,0.8,0.8,1
line,fusion_id,3,10,4,4456,8,5,4233,10,6,3702,0.8,0.8,1,3,11,8,4636,14,6,3605,2,10,4855,0.8,0.8,1
line,fusion_id,3,6,9,4619,8,4,4155,10,3,5733,0.8,0.8,1,3,7,10,4942,4,8,4655,6,6,3460,0.8,0.8,1
line,fusion_id,3,8,4,4624,9,12,4007,9,7,3084,0.8,0.8,1,3,6,6,3768,6,10,4148,7,1,4047,0.8,0.8,1
line,fusion_id,3,6,7,4812,7,9,5430,6,1,5632,0.8,0.8,1,3,11,5,4691,10,8,4295,10,9,4660,0.8,0.8,1
line,fusion_id,3,5,11,4882,3,7,3155,8,9,3494,0.8,0.8,1,3,5,4,3303,5,12,4835,5,9,3010,0.8,0.8,1
line,fusion_id,3,10,3,4516,8,8,4493,10,7,3183,0.8,0.8,1,3,8,5,4732,8,9,4459,10,8,4380,0.8,0.8,1
line,fusion_id,3,11,8,3667,5,4,3024,9,11,4536,0.8,0.8,1,3,9,6,4083,6,14,3166,16,9,3764,0.8,0.8,1
line,fusion_id,3,10,7,4451,10,5,3857,10,8,3584,0.8,0.8,1,3,6,4,3929,3,9,3410,8,14,5563,0.8,0.8,1
line,fusion_id,3,8,11,4279,7,10,3433,11,9,3731,0.8,0.8,1,3,11,4,4233,11,7,3408,6,13,3413,0.8,0.8,1
line,fusion_id,3,5,10,3469,10,3,4367,8,9,4133,0.8,0.8,1,3,5,11,4044,11,11,4151,14,7,4889,0.8,0.8,1
line,fusion_id,3,7,10,4320,9,2,3922,8,14,3378,0.8,0.8,1,3,13,7,3372,8,7,3751,8,13,3522,0.8,0.8,1
line,fusion_id,3,7,4,5221,10,8,2789,5,8,4550,0.8,0.8,1,3,5,7,4810,3,8,3998,6,11,3530,0.8,0.8,1
line,fusion_id,3,8,8,3885,7,5,3606,10,6,3835,0.8,0.8,1,3,9,4,3719,14,9,3786,10,7,3418,0.8,0.8,1
line,fusion_id,3,11,7,3874,4,9,4195,11,9,4687,0.8,0.8,1,3,5,8,4146,10,12,2957,3,8,3680,0.8,0.8,1
line,fusion_id,3,8,3,4020,7,9,3983,8,9,3229,0.8,0.8,1,3,8,12,3053,7,5,2751,7,14,3893,0.8,0.8,1
line,fusion_id,3,7,9,4523,5,8,4674,9,2,3531,0.8,0.8,1,3,6,8,3872,12,2,4130,2,5,4318,0.8,0.8,1
line,fusion_id,3,14,4,3316,12,6,3801,7,9,4262,0.8,0.8,1,3,5,7,4089,8,9,3772,6,7,3851,0.8,0.8,1
line,fusion_id,3,9,11,4234,4,2,4126,5,5,3953,0.8,0.8,1,3,9,19,3689,11,5,3566,10,4,4157,0.8,0.8,1
line,fusion_id,3,6,9,3195,7,3,3760,5,7,3560,0.8,0.8,1,3,10,6,5198,9,7,4571,9,10,3238,0.8,0.8,1
line,fusion_id,3,8,4,3585,11,7,4219,6,10,5174,0.8,0.8,1,3,8,9,4221,10,8,2997,11,8,4061,0.8,0.8,1
line,fusion_id,3,6,11,3464,11,7,3630,10,6,3710,0.8,0.8,1,3,10,8,4599,4,11,4196,5,9,4431,0.8,0.8,1
line,fusion_id,3,4,12,3241,6,6,4118,6,13,4598,0.8,0.8,1,3,7,7,2723,7,9,3480,6,7,3694,0.8,0.8,1
line,fusion_id,3,7,10,3942,9,11,3628,5,4,4286,0.8,0.8,1,3,9,11,4433,5,5,4311,5,7,3660,0.8,0.8,1
line,fusion_id,3,12,3,4529,3,5,3246,7,11,4241,0.8,0.8,1,3,5,6,3615,7,4,5103,14,5,3292,0.8,0.8,1
line,fusion_id,3,9,8,3901,4,13,4730,4,8,5532,0.8,0.8,1,3,9,6,3599,15,11,4402,7,6,3972,0.8,0.8,1
line,fusion_id,3,2,9,4629,15,7,3478,4,3,2621,0.8,0.8,1,3,9,9,3730,4,6,4268,10,13,3604,0.8,0.8,1
line,fusion_id,3,7,7,4595,9,7,3871,12,7,3942,0.8,0.8,1,3,8,14,5031,11,9,3284,7,5,3805,0.8,0.8,1
line,fusion_id,3,9,8,4277,5,6,4306,12,7,4832,0.8,0.8,1,3,12,12,4275,3,5,4942,4,8,4133,0.8,0.8,1
line,fusion_id,3,8,12,4065,6,5,3440,8,9,4257,0.8,0.8,1,3,13,6,3936,6,9,5443,7,5,3215,0.8,0.8,1
line,fusion_id,3,5,6,4604,6,9,3586,14,4,4711,0.8,0.8,1,3,11,8,3703,9,4,3583,2,6,3996,0.8,0.8,1
line,fusion_id,3,1,7,4480,5,10,4254,5,6,4982,0.8,0.8,1,3,8,3,3911,6,10,3517,8,8,3149,0.8,0.8,1
line,fusion_id,3,10,8,4436,8,13,4168,2,12,4442,0.8,0.8,1,3,12,11,3678,8,6,4540,14,5,4150,0.8,0.8,1
line,fusion_id,3,10,3,4196,3,9,3476,11,4,3864,0.8,0.8,1,3,8,9,3120,5,7,3517,10,6,4519,0.8,0.8,1
line,fusion_id,3,0,11,3501,2,6,3289,15,8,3606,0.8,0.8,1,3,8,8,4309,4,4,4588,7,13,3806,0.8,0.8,1
line,fusion_id,3,7,7,6036,7,7,4568,11,8,3877,0.8,0.8,1,3,9,10,3148,10,9,3733,6,13,4255,0.8,0.8,1
line,fusion_id,3,7,7,3792,7,11,4265,5,9,4907,0.8,0.8,1,3,8,7,4105,9,6,4309,9,9,4584,0.8,0.8,1
line,fusion_id,3,15,9,4034,8,8,4330,8,10,3747,0.8,0.8,1,3,11,9,4431,16,9,3570,11,3,4216,0.8,0.8,1
line,fusion_id,3,6,4,3120,7,10,4246,10,9,3790,0.8,0.8,1,3,7,4,4001,6,11,4099,6,14,3852,0.8,0.8,1
line,fusion_id,3,6,10,3898,11,8,4559,12,9,3962,0.8,0.8,1,3,11,7,3966,9,8,3557,12,10,3274,0.8,0.8,1
line,fusion_id,3,6,11,4587,3,7,3748,9,4,3423,0.8,0.8,1,3,10,8,3858,13,6,4195,5,2,3670,0.8,0.8,1
line,fusion_id,3,3,9,4413,7,9,5121,6,11,3921,0.8,0.8,1,3,5,4,4353,5,8,3815,6,12,3696,0.8,0.8,1
line,fusion_id,3,2,6,3461,1,10,4640,13,4,4028,0.8,0.8,1,3,10,4,3603,7,10,6015,11,7,3367,0.8,0.8,1
line,fusion_id,3,5,6,4023,8,10,4045,11,5,3691,0.8,0.8,1,3,9,6,4137,5,8,3675,7,13,3959,0.8,0.8,1
line,fusion_id,3,3,8,3386,9,7,3574,5,5,3371,0.8,0.8,1,3,8,11,3198,7,10,3948,8,9,3608,0.8,0.8,1
line,fusion_id,3,6,8,3436,3,15,4237,12,6,4162,0.8,0.8,1,3,16,12,4130,9,8,3623,6,6,3875,0.8,0.8,1
line,fusion_id,3,7,16,3347,11,5,4238,10,10,4510,0.8,0.8,1,3,7,7,3359,14,8,3847,13,9,4912,0.8,0.8,1
line,fusion_id,3,13,7,3402,6,6,2848,8,8,4336,0.8,0.8,1,3,5,9,3979,11,9,5121,4,10,4217,0.8,0.8,1
line,fusion_id,3,7,12,2901,11,8,4600,4,4,3103,0.8,0.8,1,3,8,9,3828,11,10,4484,9,4,4075,0.8,0.8,1
line,fusion_id,3,7,8,3977,9,8,3351,10,2,3975,0.8,0.8,1,3,9,9,4205,8,5,3910,8,12,4357,0.8,0.8,1
line,fusion_id,3,7,5,4200,5,9,4544,3,7,4471,0.8,0.8,1,3,16,8,3381,8,4,3658,8,6,3859,0.8,0.8,1
line,fusion_id,3,6,6,3073,13,6,4828,9,9,3690,0.8,0.8,1,3,8,6,3245,11,7,4264,4,5,4328,0.8,0.8,1
line,fusion_id,3,7,3,5824,11,5,4560,6,9,3998,0.8,0.8,1,3,9,5,4406,10,10,3810,7,10,4133,0.8,0.8,1
line,fusion_id,3,8,6,3710,2,2,4217,9,9,3577,0.8,0.8,1,3,2,8,4831,4,4,3785,8,7,3649,0.8,0.8,1
line,fusion_id,3,13,9,3653,7,10,5043,10,11,4279,0.8,0.8,1,3,3,9,3862,3,10,3435,3,4,4231,0.8,0.8,1
line,fusion_id,3,14,9,3700,8,10,4191,6,8,4327,0.8,0.8,1,3,9,9,3149,7,6,3311,8,5,2438,0.8,0.8,1
line,fusion_id,3,5,7,3739,15,8,4110,9,9,3752,0.8,0.8,1,3,12,5,3973,9,8,3925,5,11,4005,0.8,0.8,1
line,fusion_id,3,8,11,3709,10,11,3680,3,6,4534,0.8,0.8,1,3,7,10,3172,6,8,4307,8,15,4381,0.8,0.8,1
line,fusion_id,3,9,13,3963,6,7,3685,7,6,4558,0.8,0.8,1,3,10,10,5193,11,6,4787,7,9,3041,0.8,0.8,1
line,fusion_id,3,7,6,3227,7,2,4173,15,6,4307,0.8,0.8,1,3,6,4,4477,5,4,3573,7,6,3731,0.8,0.8,1
line,fusion_id,3,10,11,4358,9,4,5342,6,11,3570,0.8,0.8,1,3,6,5,4422,12,22,3494,8,4,3210,0.8,0.8,1
line,fusion_id,3,8,8,4781,13,12,4903,4,12,3396,0.8,0.8,1,3,4,8,3431,4,3,4409,8,9,4457,0.8,0.8,1
line,fusion_id,3,6,10,3965,4,8,3985,14,13,4067,0.8,0.8,1,3,15,8,4990,19,5,3637,6,2,4565,0.8,0.8,1
line,fusion_id,3,4,4,4069,10,11,3691,9,8,4202,0.8,0.8,1,3,3,8,4620,9,6,4586,6,3,3646,0.8,0.8,1
line,fusion_id,3,12,7,4036,8,7,3986,6,9,4122,0.8,0.8,1,3,4,19,3459,7,7,3879,10,9,3947,0.8,0.8,1
line,fusion_id,3,11,4,3920,11,7,3255,10,7,3356,0.8,0.8,1,3,6,1,5158,3,7,4334,7,7,3457,0.8,0.8,1
line,fusion_id,3,6,12,4147,8,6,3815,8,6,3798,0.8,0.8,1,3,7,4,4124,5,6,3171,8,9,3866,0.8,0.8,1
line,fusion_id,3,17,6,4411,13,12,4497,7,6,4591,0.8,0.8,1,3,10,4,3815,5,5,4210,9,8,4065,0.8,0.8,1
line,fusion_id,3,9,11,3074,8,4,4873,13,10,4979,0.8,0.8,1,3,10,9,3706,7,8,3826,12,7,4066,0.8,0.8,1
line,fusion_id,3,8,11,4309,13,6,3996,5,8,3969,0.8,0.8,1,3,3,8,3473,3,8,3565,7,7,3720,0.8,0.8,1
line,fusion_id,3,3,7,4000,11,9,3446,12,5,4532,0.8,0.8,1,3,12,7,4094,2,5,4825,8,9,4836,0.8,0.8,1
line,fusion_id,3,8,6,3479,4,3,4618,11,9,3923,0.8,0.8,1,3,5,8,4420,10,7,4200,3,4,4052,0.8,0.8,1
line,fusion_id,3,5,7,3505,10,8,4399,4,4,4164,0.8,0.8,1,3,6,11,4179,9,8,4967,8,8,3568,0.8,0.8,1
line,fusion_id,3,4,6,4725,11,7,4079,7,11,4684,0.8,0.8,1,3,8,9,3625,6,5,3762,8,3,4081,0.8,0.8,1
line,fusion_id,3,6,13,5722,15,11,3561,5,8,4713,0.8,0.8,1,3,6,12,4367,11,7,3970,9,3,3875,0.8,0.8,1
line,fusion_id,3,8,6,3046,6,9,3693,8,11,4937,0.8,0.8,1,3,10,8,3347,10,6,3290,15,10,4722,0.8,0.8,1
line,fusion_id,3,5,5,3441,8,7,3495,8,13,3964,0.8,0.8,1,3,10,10,4239,6,13,4818,4,4,3536,0.8,0.8,1
line,fusion_id,3,9,7,3982,7,6,3746,7,9,4275,0.8,0.8,1,3,8,10,4171,11,10,4654,8,13,4206,0.8,0.8,1
line,fusion_id,3,7,6,4204,9,11,4003,10,6,4000,0.8,0.8,1,3,10,11,3224,14,10,4293,10,9,3838,0.8,0.8,1
line,fusion_id,3,3,7,4091,1,7,3718,2,6,3795,0.8,0.8,1,3,10,6,5809,10,6,3133,10,5,3679,0.8,0.8,1
line,fusion_id,3,7,5,4240,14,10,4768,6,5,4936,0.8,0.8,1,3,4,5,4041,3,11,3941,12,14,4516,0.8,0.8,1
line,fusion_id,3,6,9,4384,4,6,3662,11,9,2859,0.8,0.8,1,3,7,3,3629,6,4,4355,7,2,4060,0.8,0.8,1
line,fusion_id,3,9,13,3952,5,9,4685,12,12,3664,0.8,0.8,1,3,7,3,4995,5,8,3146,7,6,4351,0.8,0.8,1
line,fusion_id,3,10,6,4088,10,5,3723,10,11,4389,0.8,0.8,1,3,4,7,4563,6,4,3487,10,8,3905,0.8,0.8,1
line,fusion_id,3,8,11,4084,11,6,4421,2,6,4043,0.8,0.8,1,3,8,7,4007,6,5,4070,8,6,3145,0.8,0.8,1
line,fusion_id,3,7,9,3153,9,11,3033,5,7,3075,0.8,0.8,1,3,10,8,5127,8,12,4414,10,13,3905,0.8,0.8,1
line,fusion_id,3,11,5,4942,2,7,3404,5,11,3143,0.8,0.8,1,3,5,10,4583,10,7,3967,10,13,3731,0.8,0.8,1
line,fusion_id,3,6,12,4021,7,9,4087,6,4,4513,0.8,0.8,1,3,10,11,4363,8,8,3262,12,11,3478,0.8,0.8,1
line,fusion_id,3,10,10,4639,11,9,3481,7,8,4199,0.8,0.8,1,3,5,4,5288,5,13,3436,9,11,3075,0.8,0.8,1
line,fusion_id,3,15,6,4060,8,5,4070,6,3,3478,0.8,0.8,1,3,7,10,4761,8,5,3128,5,7,3318,0.8,0.8,1
line,fusion_id,3,10,10,4472,8,4,5073,9,9,3616,0.8,0.8,1,3,4,12,3696,4,10,3472,2,5,4015,0.8,0.8,1
line,fusion_id,3,6,11,3551,5,8,4473,9,5,4309,0.8,0.8,1,3,7,8,3791,11,8,3532,8,10,3963,0.8,0.8,1
line,fusion_id,3,6,9,3634,7,15,3968,8,6,3621,0.8,0.8,1,3,7,11,5037,4,5,4494,4,4,4167,0.8,0.8,1
line,fusion_id,3,5,2,3766,9,10,3948,3,12,3474,0.8,0.8,1,3,9,3,3271,6,10,4244,5,5,4303,0.8,0.8,1
line,fusion_id,3,11,5,3905,12,7,4229,8,8,3878,0.8,0.8,1,3,6,8,3156,9,7,3667,1,5,4412,0.8,0.8,1
line,fusion_id,3,12,8,3708,10,6,4468,7,4,3430,0.8,0.8,1,3,16,10,3875,12,10,3783,6,4,3523,0.8,0.8,1
line,fusion_id,3,9,7,3101,5,5,5462,8,9,4210,0.8,0.8,1,3,5,4,4123,7,5,4628,3,7,2665,0.8,0.8,1
line,fusion_id,3,13,13,3357,8,8,4388,7,12,3928,0.8,0.8,1,3,14,13,4588,8,5,4672,10,7,3295,0.8,0.8,1
line,fusion_id,3,9,15,4538,11,4,5412,12,10,5687,0.8,0.8,1,3,7,11,4226,10,7,4011,11,4,4059,0.8,0.8,1
line,fusion_id,3,10,9,3241,5,9,3517,4,9,3646,0.8,0.8,1,3,7,11,2956,9,7,3622,2,5,2954,0.8,0.8,1
line,fusion_id,3,3,7,4304,4,6,4413,11,10,4052,0.8,0.8,1,3,12,14,4276,10,14,4543,6,10,3507,0.8,0.8,1
line,fusion_id,3,7,6,4367,7,9,3677,4,9,4081,0.8,0.8,1,3,9,7,4406,7,9,4784,8,4,4429,0.8,0.8,1
line,fusion_id,3,10,3,3128,8,8,4149,10,7,3319,0.8,0.8,1,3,7,12,3736,8,11,3191,7,8,3161,0.8,0.8,1
line,fusion_id,3,8,7,3850,12,10,3565,13,9,3863,0.8,0.8,1,3,9,10,4262,7,4,3652,8,1,3866,0.8,0.8,1
line,fusion_id,3,9,14,3977,13,12,4696,8,6,4867,0.8,0.8,1,3,11,9,3527,10,8,3407,11,10,4198,0.8,0.8,1
line,fusion_id,3,4,3,2785,8,8,4950,7,8,4693,0.8,0.8,1,3,10,8,3696,13,8,3686,11,11,3494,0.8,0.8,1
line,fusion_id,3,7,7,3361,4,8,4252,8,4,3900,0.8,0.8,1,3,5,7,4474,9,7,4223,13,6,4341,0.8,0.8,1
line,fusion_id,3,9,11,3351,12,6,3781,4,4,3727,0.8,0.8,1,3,9,8,4109,11,15,3760,3,6,3479,0.8,0.8,1
line,fusion_id,3,8,7,4033,9,4,3588,8,9,4082,0.8,0.8,1,3,10,6,4510,6,8,3333,4,1,3727,0.8,0.8,1
line,fusion_id,3,4,7,4040,6,8,4756,8,4,3874,0.8,0.8,1,3,5,3,4533,4,12,3267,7,10,3495,0.8,0.8,1
line,fusion_id,3,9,6,3895,15,7,3299,7,7,4494,0.8,0.8,1,3,8,5,4324,4,7,3746,9,6,2902,0.8,0.8,1
line,fusion_id,3,5,8,4582,4,3,3783,3,7,5396,0.8,0.8,1,3,12,8,3758,5,6,3934,17,13,4126,0.8,0.8,1
line,fusion_id,3,9,2,4335,10,8,4338,9,4,3213,0.8,0.8,1,3,8,8,3614,8,14,4176,10,5,5415,0.8,0.8,1
line,fusion_id,3,6,9,3508,6,10,4479,5,4,2630,0.8,0.8,1,3,9,4,4173,14,9,3432,10,12,4257,0.8,0.8,1
line,fusion_id,3,4,6,3934,14,9,4585,8,13,4276,0.8,0.8,1,3,6,7,4357,11,7,3715,6,7,4500,0.8,0.8,1
line,fusion_id,3,9,6,3098,4,6,4263,6,8,3656,0.8,0.8,1,3,8,8,4164,7,10,3165,9,10,3626,0.8,0.8,1
line,fusion_id,3,5,11,4512,7,8,3796,8,8,4543,0.8,0.8,1,3,6,8,4571,8,4,4273,8,6,5313,0.8,0.8,1
line,fusion_id,3,6,9,4805,5,11,4222,5,12,5253,0.8,0.8,1,3,11,7,4715,4,9,3490,8,11,4568,0.8,0.8,1
line,fusion_id,3,9,6,3782,8,8,4261,12,11,4285,0.8,0.8,1,3,7,4,4885,9,11,3943,10,14,3127,0.8,0.8,1
line,fusion_id,3,9,10,3401,8,10,4114,4,7,3487,0.8,0.8,1,3,9,9,3607,10,9,3051,18,9,4315,0.8,0.8,1
line,fusion_id,3,7,8,5207,6,8,3537,10,8,4328,0.8,0.8,1,3,3,6,3834,7,9,4604,10,4,3060,0.8,0.8,1
line,fusion_id,3,13,8,3834,10,6,4106,10,6,4235,0.8,0.8,1,3,4,8,4248,13,7,4198,9,5,4282,0.8,0.8,1
line,fusion_id,3,10,3,3787,6,7,3758,14,15,3449,0.8,0.8,1,3,11,5,3977,8,11,4593,7,8,4147,0.8,0.8,1
line,fusion_id,3,6,10,3705,4,11,3333,12,11,3757,0.8,0.8,1,3,9,9,4853,5,14,3849,4,5,3690,0.8,0.8,1
line,fusion_id,3,8,5,3458,9,3,3661,4,7,4982,0.8,0.8,1,3,6,10,4881,12,12,3853,9,8,3470,0.8,0.8,1
line,fusion_id,3,7,6,4307,5,8,4451,5,8,2684,0.8,0.8,1,3,5,10,4060,15,12,4063,12,4,3429,0.8,0.8,1
line,fusion_id,3,9,15,3448,6,6,3250,7,8,3942,0.8,0.8,1,3,9,10,3337,6,7,4090,8,8,3777,0.8,0.8,1
line,fusion_id,3,7,5,3599,5,9,4168,9,8,3811,0.8,0.8,1,3,10,10,3839,5,14,3386,11,3,4883,0.8,0.8,1
line,fusion_id,3,3,8,3742,8,7,3905,11,3,2444,0.8,0.8,1,3,5,5,3554,5,14,4174,6,12,3905,0.8,0.8,1
line,fusion_id,3,6,6,3541,8,7,2955,9,8,4863,0.8,0.8,1,3,11,7,4960,4,5,3452,7,7,4044,0.8,0.8,1
line,fusion_id,3,8,11,4073,6,7,4218,8,5,3140,0.8,0.8,1,3,12,11,4300,6,8,4143,8,5,3431,0.8,0.8,1
line,fusion_id,3,5,8,4593,6,8,4446,16,10,4294,0.8,0.8,1,3,9,7,3895,12,7,3959,8,11,5467,0.8,0.8,1
line,fusion_id,3,8,5,3723,7,10,3580,8,8,6791,0.8,0.8,1,3,11,6,3774,11,12,2981,13,6,4265,0.8,0.8,1
line,fusion_id,3,11,14,5065,6,6,3320,5,11,4130,0.8,0.8,1,3,4,7,4245,7,5,4044,8,11,4331,0.8,0.8,1
line,fusion_id,3,9,11,4023,12,9,3821,5,5,3505,0.8,0.8,1,3,9,8,3979,5,17,4589,16,10,5542,0.8,0.8,1
line,fusion_id,3,7,15,2827,7,9,4042,11,5,3964,0.8,0.8,1,3,5,5,4401,9,10,4236,8,6,4154,0.8,0.8,1
line,fusion_id,3,9,14,3790,6,10,4126,5,9,3906,0.8,0.8,1,3,9,7,4516,8,4,3253,5,6,3853,0.8,0.8,1
line,fusion_id,3,9,7,3209,11,9,4427,4,5,4379,0.8,0.8,1,3,7,15,4512,9,7,4808,9,6,4354,0.8,0.8,1
line,fusion_id,3,11,10,4364,5,7,3462,10,7,3341,0.8,0.8,1,3,5,9,3603,14,9,3299,6,12,3843,0.8,0.8,1
line,fusion_id,3,11,6,3764,11,15,3486,12,7,4199,0.8,0.8,1,3,8,8,3186,9,9,4695,3,7,3879,0.8,0.8,1
line,fusion_id,3,11,4,3753,11,9,3840,10,7,3647,0.8,0.8,1,3,13,5,3209,9,12,4708,5,3,3442,0.8,0.8,1
line,fusion_id,3,13,4,5261,2,8,4689,10,10,4269,0.8,0.8,1,3,7,8,3527,5,5,4988,7,3,4015,0.8,0.8,1
line,fusion_id,3,11,7,3959,8,8,4666,9,9,3334,0.8,0.8,1,3,2,4,4874,6,2,4362,8,11,4372,0.8,0.8,1
line,fusion_id,3,8,7,4440,9,2,3568,8,6,3890,0.8,0.8,1,3,8,4,3983,5,9,3605,10,8,4735,0.8,0.8,1
line,fusion_id,3,10,7,3866,11,8,4304,12,7,4178,0.8,0.8,1,3,13,8,4485,6,8,4486,9,3,3725,0.8,0.8,1
line,fusion_id,3,9,8,4666,7,6,3781,8,6,4477,0.8,0.8,1,3,7,7,4328,10,6,4252,2,10,4592,0.8,0.8,1
line,fusion_id,3,3,8,3695,9,8,3211,10,5,4988,0.8,0.8,1,3,4,5,4285,4,4,3135,14,2,2914,0.8,0.8,1
line,fusion_id,3,8,8,3412,6,4,3731,6,7,4900,0.8,0.8,1,3,5,10,3382,10,17,3367,4,11,3315,0.8,0.8,1
line,fusion_id,3,6,8,4016,5,8,4036,4,6,3946,0.8,0.8,1,3,10,9,3547,15,8,3296,11,5,4561,0.8,0.8,1
line,fusion_id,3,15,7,4152,14,9,3634,8,6,4601,0.8,0.8,1,3,4,5,3717,1,7,3955,4,8,4052,0.8,0.8,1
line,fusion_id,3,7,12,4030,7,7,3876,2,13,3979,0.8,0.8,1,3,4,6,4597,13,9,4354,10,7,4231,0.8,0.8,1
line,fusion_id,3,6,4,3082,11,15,2679,9,5,3911,0.8,0.8,1,3,10,10,2804,5,8,5324,12,5,3162,0.8,0.8,1
line,fusion_id,3,3,9,4193,12,8,3935,7,5,4720,0.8,0.8,1,3,9,5,4071,6,7,3662,12,10,3772,0.8,0.8,1
line,fusion_id,3,8,5,3640,6,3,3697,5,14,4582,0.8,0.8,1,3,14,7,3562,7,8,3648,7,11,3398,0.8,0.8,1
line,fusion_id,3,14,7,4280,8,5,4051,15,6,2699,0.8,0.8,1,3,9,5,4196,9,3,3967,7,7,2929,0.8,0.8,1
line,fusion_id,3,9,6,3424,9,7,4568,5,5,3824,0.8,0.8,1,3,8,7,3061,6,10,3763,9,9,4343,0.8,0.8,1
