comparison,FEATURE_ID,c1_num_reps,counts_c1_g1_rep1,counts_c1_g2_rep1,counts_c1_both_rep1,counts_c1_g1_rep2,counts_c1_g2_rep2,counts_c1_both_rep2,counts_c1_g1_rep3,counts_c1_g2_rep3,counts_c1_both_rep3,prior_c1_g1,prior_c1_g2,c1_flag_analyze,c2_num_reps,counts_c2_g1_rep1,counts_c2_g2_rep1,counts_c2_both_rep1,counts_c2_g1_rep2,counts_c2_g2_rep2,counts_c2_both_rep2,counts_c2_g1_rep3,counts_c2_g2_rep3,counts_c2_both_rep3,prior_c2_g1,prior_c2_g2,c2_flag_analyze
line,fusion_id,3,24,58,73014,14,80,99486,18,83,122000,0.2,0.8,1,3,21,78,87487,20,80,88219,17,82,110380,0.2,0.8,1
line,fusion_id,3,23,83,88777,18,107,96506,35,71,103791,0.2,0.8,1,3,21,98,100505,18,72,100720,16,81,110883,0.2,0.8,1
line,fusion_id,3,24,55,96136,19,67,105254,21,69,73153,0.2,0.8,1,3,22,80,99352,29,58,124791,18,75,95793,0.2,0.8,1
line,fusion_id,3,13,71,99183,20,84,101912,18,80,98193,0.2,0.8,1,3,16,82,108626,17,78,126347,27,74,96476,0.2,0.8,1
line,fusion_id,3,11,71,88239,21,87,80240,26,80,82173,0.2,0.8,1,3,13,69,112573,12,47,110301,13,98,103649,0.2,0.8,1
line,fusion_id,3,25,91,79545,21,90,71711,23,103,124852,0.2,0.8,1,3,29,78,80771,23,92,94260,21,84,96833,0.2,0.8,1
line,fusion_id,3,13,113,87931,15,54,104033,18,92,121434,0.2,0.8,1,3,26,85,90933,21,97,105304,21,86,99239,0.2,0.8,1
line,fusion_id,3,20,88,101351,12,102,111245,25,64,86225,0.2,0.8,1,3,13,83,77637,19,106,80406,24,76,101856,0.2,0.8,1
line,fusion_id,3,20,78,87097,12,69,99894,20,80,84983,0.2,0.8,1,3,19,105,116880,23,77,110840,26,71,98556,0.2,0.8,1
line,fusion_id,3,25,128,131946,18,101,105956,20,67,104616,0.2,0.8,1,3,10,87,106625,23,81,95121,18,63,77862,0.2,0.8,1
line,fusion_id,3,20,72,109844,29,73,100431,15,84,88539,0.2,0.8,1,3,17,70,134534,9,68,87673,12,68,94080,0.2,0.8,1
line,fusion_id,3,18,74,109662,23,70,114809,20,90,101080,0.2,0.8,1,3,17,83,101116,25,77,93423,17,104,115450,0.2,0.8,1
line,fusion_id,3,26,111,74677,17,68,86685,20,91,132252,0.2,0.8,1,3,18,70,94957,21,91,97891,14,79,133122,0.2,0.8,1
line,fusion_id,3,27,85,105629,10,82,113871,20,82,103277,0.2,0.8,1,3,17,58,79986,27,73,116228,27,86,107768,0.2,0.8,1
line,fusion_id,3,23,67,96624,23,81,88217,28,52,95653,0.2,0.8,1,3,19,85,104641,27,97,96466,13,85,75308,0.2,0.8,1
line,fusion_id,3,11,73,102696,18,66,104513,17,69,102840,0.2,0.8,1,3,17,63,102059,20,90,108598,33,118,106984,0.2,0.8,1
line,fusion_id,3,20,65,114385,18,99,99086,15,56,80080,0.2,0.8,1,3,17,86,88184,18,81,81700,12,83,90347,0.2,0.8,1
line,fusion_id,3,14,88,94827,26,99,106291,8,54,103737,0.2,0.8,1,3,13,94,95880,23,100,86460,22,73,91660,0.2,0.8,1
line,fusion_id,3,16,120,98463,22,72,88185,20,74,80200,0.2,0.8,1,3,11,90,85537,27,69,121703,22,63,111900,0.2,0.8,1
line,fusion_id,3,13,71,99792,31,73,105652,17,82,121869,0.2,0.8,1,3,20,85,110560,20,69,95753,21,99,92167,0.2,0.8,1
line,fusion_id,3,28,101,119874,24,102,129775,21,79,98431,0.2,0.8,1,3,16,70,124313,17,73,112043,17,79,100356,0.2,0.8,1
line,fusion_id,3,15,95,123999,16,87,94021,18,103,100117,0.2,0.8,1,3,24,82,107635,22,87,93053,16,65,84581,0.2,0.8,1
line,fusion_id,3,14,76,77720,13,87,101633,19,84,92416,0.2,0.8,1,3,14,82,87319,18,96,76548,26,77,95553,0.2,0.8,1
line,fusion_id,3,21,76,103863,20,89,125680,26,89,90452,0.2,0.8,1,3,22,110,106436,10,84,92005,15,70,103774,0.2,0.8,1
line,fusion_id,3,12,82,95327,17,84,87492,20,79,118133,0.2,0.8,1,3,22,85,89397,18,90,110862,20,107,103962,0.2,0.8,1
line,fusion_id,3,21,100,101231,13,69,77952,18,73,113270,0.2,0.8,1,3,21,64,96228,12,50,93253,21,60,88276,0.2,0.8,1
line,fusion_id,3,24,63,95296,26,85,73930,17,119,87146,0.2,0.8,1,3,22,76,81801,18,76,107507,12,59,109282,0.2,0.8,1
line,fusion_id,3,18,72,111507,18,106,100866,14,68,104229,0.2,0.8,1,3,17,71,98311,10,76,114741,17,122,111113,0.2,0.8,1
line,fusion_id,3,15,72,100119,25,64,99077,13,100,106072,0.2,0.8,1,3,15,75,88336,13,78,95740,21,64,120685,0.2,0.8,1
line,fusion_id,3,17,50,107771,19,52,107115,18,61,127250,0.2,0.8,1,3,17,95,95425,18,97,86896,15,100,85878,0.2,0.8,1
line,fusion_id,3,32,70,96486,21,58,90825,24,105,85003,0.2,0.8,1,3,18,86,115402,17,78,125988,15,88,110472,0.2,0.8,1
line,fusion_id,3,27,96,89307,16,75,119022,17,74,101737,0.2,0.8,1,3,22,99,102711,17,53,79615,17,104,101407,0.2,0.8,1
line,fusion_id,3,16,74,69515,25,75,94206,34,67,111637,0.2,0.8,1,3,15,66,94281,25,105,103505,22,70,98848,0.2,0.8,1
line,fusion_id,3,15,90,115817,17,87,101499,23,131,78397,0.2,0.8,1,3,12,83,109969,15,85,89547,24,82,85074,0.2,0.8,1
line,fusion_id,3,25,41,103358,13,62,92925,27,50,106599,0.2,0.8,1,3,21,83,111147,15,88,96995,16,92,80977,0.2,0.8,1
line,fusion_id,3,26,83,95222,21,70,113262,14,85,120865,0.2,0.8,1,3,28,96,110508,26,86,101272,25,101,109977,0.2,0.8,1
line,fusion_id,3,23,75,98252,18,65,124077,17,118,136846,0.2,0.8,1,3,19,98,91423,23,82,93286,21,82,103364,0.2,0.8,1
line,fusion_id,3,19,53,110110,16,89,109854,19,70,116192,0.2,0.8,1,3,16,85,95673,20,91,95267,23,111,94863,0.2,0.8,1
line,fusion_id,3,20,99,108380,17,72,97922,14,79,97524,0.2,0.8,1,3,18,103,111753,21,74,95865,26,68,79668,0.2,0.8,1
line,fusion_id,3,15,80,89202,22,80,81839,24,54,83191,0.2,0.8,1,3,22,91,122899,19,73,91329,19,86,121946,0.2,0.8,1
line,fusion_id,3,21,77,117248,22,64,102442,26,91,94357,0.2,0.8,1,3,18,91,83266,13,92,110037,13,62,107618,0.2,0.8,1
line,fusion_id,3,24,70,106217,31,72,104130,24,76,85217,0.2,0.8,1,3,25,104,113873,12,92,96034,17,80,89114,0.2,0.8,1
line,fusion_id,3,21,83,94043,19,92,96077,25,79,126065,0.2,0.8,1,3,22,76,121098,26,63,74405,26,77,93432,0.2,0.8,1
line,fusion_id,3,17,93,92483,25,96,76541,17,92,79376,0.2,0.8,1,3,16,82,76572,13,57,91390,25,68,68815,0.2,0.8,1
line,fusion_id,3,14,78,90817,21,73,97455,19,55,109141,0.2,0.8,1,3,21,69,98631,29,105,116084,15,97,103863,0.2,0.8,1
line,fusion_id,3,24,83,106715,21,89,107234,20,101,106071,0.2,0.8,1,3,24,83,104670,23,81,106279,16,62,102055,0.2,0.8,1
line,fusion_id,3,16,68,101989,22,104,81944,22,56,84817,0.2,0.8,1,3,27,70,113501,30,49,118300,17,103,131588,0.2,0.8,1
line,fusion_id,3,21,61,104679,15,74,90980,20,76,116805,0.2,0.8,1,3,15,82,112884,26,75,128409,27,67,86998,0.2,0.8,1
line,fusion_id,3,30,64,109083,22,83,88162,17,71,94651,0.2,0.8,1,3,16,76,110027,15,74,100801,26,99,106732,0.2,0.8,1
line,fusion_id,3,23,85,120826,12,80,122222,11,102,107818,0.2,0.8,1,3,15,92,91142,29,58,98361,23,77,103411,0.2,0.8,1
line,fusion_id,3,22,123,98155,27,82,98048,17,93,127109,0.2,0.8,1,3,18,86,89324,18,90,108486,17,100,100956,0.2,0.8,1
line,fusion_id,3,23,82,115641,12,79,154406,17,81,101047,0.2,0.8,1,3,33,76,99573,20,95,117766,20,68,122727,0.2,0.8,1
line,fusion_id,3,23,106,94925,18,65,94401,16,89,100725,0.2,0.8,1,3,25,100,91307,15,67,105058,35,80,125601,0.2,0.8,1
line,fusion_id,3,26,71,86740,25,88,88367,21,68,84077,0.2,0.8,1,3,10,96,90725,21,66,86480,14,58,114179,0.2,0.8,1
line,fusion_id,3,23,81,99117,13,79,91617,13,93,79769,0.2,0.8,1,3,15,72,102304,17,69,100977,17,89,108341,0.2,0.8,1
line,fusion_id,3,25,117,108104,19,59,99650,21,88,97664,0.2,0.8,1,3,25,105,89180,25,63,107118,21,77,82472,0.2,0.8,1
line,fusion_id,3,19,76,117586,16,89,114375,20,70,99325,0.2,0.8,1,3,25,78,80377,24,69,82327,17,59,85476,0.2,0.8,1
line,fusion_id,3,25,107,103565,22,87,112257,15,56,99809,0.2,0.8,1,3,22,91,107761,26,87,127794,18,83,110323,0.2,0.8,1
line,fusion_id,3,15,88,94346,27,103,112971,21,85,95660,0.2,0.8,1,3,19,76,132997,24,72,121730,16,58,107679,0.2,0.8,1
line,fusion_id,3,21,78,98688,8,91,83989,15,71,102669,0.2,0.8,1,3,19,81,100096,22,79,96693,17,99,115601,0.2,0.8,1
line,fusion_id,3,14,95,100666,29,55,90700,14,99,85260,0.2,0.8,1,3,19,120,122128,14,88,101921,20,79,98973,0.2,0.8,1
line,fusion_id,3,20,98,130390,12,81,89138,20,85,104046,0.2,0.8,1,3,18,79,96563,26,69,95128,25,91,80737,0.2,0.8,1
line,fusion_id,3,15,69,79298,18,42,97060,17,79,96681,0.2,0.8,1,3,21,102,99572,18,77,78536,21,83,111270,0.2,0.8,1
line,fusion_id,3,17,88,101493,25,81,118668,23,69,82987,0.2,0.8,1,3,22,87,116455,19,87,109373,23,110,97202,0.2,0.8,1
line,fusion_id,3,28,84,86830,31,74,105026,18,105,93302,0.2,0.8,1,3,24,61,119517,15,98,99901,14,92,87099,0.2,0.8,1
line,fusion_id,3,18,73,110920,18,55,96503,25,57,129524,0.2,0.8,1,3,24,68,108521,17,77,89576,17,90,98332,0.2,0.8,1
line,fusion_id,3,16,87,108376,22,94,85768,16,102,88638,0.2,0.8,1,3,22,100,81569,21,64,115434,14,76,97421,0.2,0.8,1
line,fusion_id,3,16,109,130056,21,103,109969,14,74,112605,0.2,0.8,1,3,13,80,82398,22,65,127112,25,92,110195,0.2,0.8,1
line,fusion_id,3,21,86,118496,24,85,97912,21,97,104953,0.2,0.8,1,3,16,125,86486,19,100,72685,23,78,117370,0.2,0.8,1
line,fusion_id,3,23,91,79363,27,84,90040,19,78,91498,0.2,0.8,1,3,19,101,99285,20,69,89731,15,91,96045,0.2,0.8,1
line,fusion_id,3,35,66,113073,21,77,91387,16,62,97757,0.2,0.8,1,3,18,83,87833,21,80,97989,13,80,117038,0.2,0.8,1
line,fusion_id,3,15,60,94816,21,77,85020,20,91,102750,0.2,0.8,1,3,19,67,92373,21,74,94321,12,95,121359,0.2,0.8,1
line,fusion_id,3,21,96,106798,16,91,96149,29,83,124257,0.2,0.8,1,3,30,106,78708,18,115,88136,17,65,81590,0.2,0.8,1
line,fusion_id,3,17,84,98845,11,57,118577,23,87,106498,0.2,0.8,1,3,18,61,114630,25,87,110853,11,58,128153,0.2,0.8,1
line,fusion_id,3,20,73,105987,20,85,98676,20,66,85831,0.2,0.8,1,3,18,64,72455,11,71,105573,25,71,89080,0.2,0.8,1
line,fusion_id,3,23,64,104562,21,73,94537,25,76,118348,0.2,0.8,1,3,27,60,94000,16,77,117414,15,93,110555,0.2,0.8,1
line,fusion_id,3,23,91,118427,24,90,113475,21,69,108418,0.2,0.8,1,3,25,58,119343,20,99,106776,10,76,97058,0.2,0.8,1
line,fusion_id,3,16,107,103918,13,65,98033,26,71,114609,0.2,0.8,1,3,16,85,103592,20,81,113361,23,62,92845,0.2,0.8,1
line,fusion_id,3,24,64,119021,19,67,61679,20,95,90232,0.2,0.8,1,3,19,81,107866,20,85,87511,19,71,107243,0.2,0.8,1
line,fusion_id,3,20,79,117930,15,82,99081,31,85,84477,0.2,0.8,1,3,25,63,86279,20,83,100927,20,99,99063,0.2,0.8,1
line,fusion_id,3,23,68,76933,13,105,124601,23,89,114048,0.2,0.8,1,3,13,91,106565,17,84,115320,16,87,87602,0.2,0.8,1
line,fusion_id,3,11,72,88205,17,60,89808,18,83,121518,0.2,0.8,1,3,17,94,102599,23,123,106966,17,57,97830,0.2,0.8,1
line,fusion_id,3,14,72,104593,32,74,114097,20,58,122394,0.2,0.8,1,3,18,52,97215,22,72,67872,29,66,105980,0.2,0.8,1
line,fusion_id,3,16,81,109753,16,69,84425,19,119,124093,0.2,0.8,1,3,25,104,70775,19,95,89612,22,58,89513,0.2,0.8,1
line,fusion_id,3,17,82,123857,19,113,115642,10,69,109474,0.2,0.8,1,3,31,74,103269,17,92,89621,20,67,96810,0.2,0.8,1
line,fusion_id,3,23,82,108565,25,85,136918,24,82,89769,0.2,0.8,1,3,20,90,88992,16,66,108121,30,95,97307,0.2,0.8,1
line,fusion_id,3,11,76,126313,24,92,95353,11,81,83887,0.2,0.8,1,3,22,66,110771,12,71,113122,25,54,95615,0.2,0.8,1
line,fusion_id,3,15,86,87962,19,85,89971,34,76,89481,0.2,0.8,1,3,16,83,123454,17,82,123832,25,97,93374,0.2,0.8,1
line,fusion_id,3,18,76,120142,12,88,98661,11,65,83115,0.2,0.8,1,3,11,76,107488,25,71,100979,16,89,112732,0.2,0.8,1
line,fusion_id,3,19,90,86945,12,66,88937,24,89,87884,0.2,0.8,1,3,22,71,103730,27,63,83871,21,71,102775,0.2,0.8,1
line,fusion_id,3,13,95,88763,23,106,115301,21,70,79892,0.2,0.8,1,3,29,74,102659,14,101,104156,18,102,104362,0.2,0.8,1
line,fusion_id,3,19,104,100033,22,54,100267,21,100,111002,0.2,0.8,1,3,23,62,122054,18,89,118828,17,73,106008,0.2,0.8,1
line,fusion_id,3,13,79,105782,23,66,108389,20,75,105329,0.2,0.8,1,3,23,84,83228,19,70,111474,21,56,112906,0.2,0.8,1
line,fusion_id,3,12,83,95586,21,70,88593,17,77,130358,0.2,0.8,1,3,14,59,85751,21,98,98696,23,90,102520,0.2,0.8,1
line,fusion_id,3,18,86,121634,12,77,123607,23,44,106340,0.2,0.8,1,3,13,60,91267,22,59,86879,20,89,101301,0.2,0.8,1
line,fusion_id,3,17,92,105190,20,100,76529,18,78,88072,0.2,0.8,1,3,20,89,105963,16,82,99245,22,92,154842,0.2,0.8,1
line,fusion_id,3,26,106,113109,18,93,85166,23,114,82036,0.2,0.8,1,3,27,83,75292,27,76,107697,20,82,106316,0.2,0.8,1
line,fusion_id,3,17,80,84782,20,109,91333,17,73,110180,0.2,0.8,1,3,23,89,109953,16,93,83190,20,64,80331,0.2,0.8,1
line,fusion_id,3,16,100,121737,13,94,80051,29,58,96284,0.2,0.8,1,3,14,81,100375,19,73,83782,18,73,90886,0.2,0.8,1
line,fusion_id,3,21,87,91360,31,69,113328,23,104,105665,0.2,0.8,1,3,17,75,106458,27,102,86562,23,87,115046,0.2,0.8,1
line,fusion_id,3,22,78,84852,18,75,97225,11,66,100288,0.2,0.8,1,3,21,77,111439,22,69,83286,19,82,103861,0.2,0.8,1
line,fusion_id,3,19,69,102614,27,86,105045,21,75,92334,0.2,0.8,1,3,18,80,81865,22,72,119639,18,54,87420,0.2,0.8,1
line,fusion_id,3,20,67,116877,19,85,86151,18,73,79658,0.2,0.8,1,3,18,88,113003,18,98,104594,16,64,108029,0.2,0.8,1
line,fusion_id,3,21,85,74687,24,99,105547,23,100,90776,0.2,0.8,1,3,26,100,112263,16,75,81422,17,93,103212,0.2,0.8,1
line,fusion_id,3,19,93,97997,28,70,106825,19,65,94188,0.2,0.8,1,3,14,82,97525,26,93,81108,19,62,104123,0.2,0.8,1
line,fusion_id,3,21,76,88042,24,81,93255,26,76,98593,0.2,0.8,1,3,24,81,100752,20,72,123821,31,91,86648,0.2,0.8,1
line,fusion_id,3,19,83,107757,20,81,107868,13,77,84902,0.2,0.8,1,3,13,75,107129,27,78,111299,15,52,89990,0.2,0.8,1
line,fusion_id,3,28,71,85533,21,68,94284,26,92,108793,0.2,0.8,1,3,12,62,96063,31,67,97403,23,71,94262,0.2,0.8,1
line,fusion_id,3,20,83,91895,19,90,104829,17,96,94612,0.2,0.8,1,3,18,78,91170,26,87,87864,23,61,105702,0.2,0.8,1
line,fusion_id,3,16,72,103203,27,62,98128,19,82,112073,0.2,0.8,1,3,25,77,81167,17,64,69373,14,76,101395,0.2,0.8,1
line,fusion_id,3,23,106,85735,15,91,104243,27,106,91114,0.2,0.8,1,3,18,82,78004,19,74,102861,20,99,92700,0.2,0.8,1
line,fusion_id,3,28,85,115137,20,64,92584,17,56,102413,0.2,0.8,1,3,20,77,132526,16,79,91074,21,105,123993,0.2,0.8,1
line,fusion_id,3,24,66,99768,18,94,108359,19,58,85265,0.2,0.8,1,3,26,68,100972,22,78,104100,20,73,116388,0.2,0.8,1
line,fusion_id,3,25,87,100990,16,75,105579,23,62,111816,0.2,0.8,1,3,17,60,104249,19,72,87033,23,91,99966,0.2,0.8,1
line,fusion_id,3,16,76,92570,20,58,88707,27,67,79996,0.2,0.8,1,3,29,91,99262,13,96,98791,27,89,91052,0.2,0.8,1
line,fusion_id,3,17,92,87662,33,74,95486,20,96,94071,0.2,0.8,1,3,19,75,98896,17,76,100078,26,69,93175,0.2,0.8,1
line,fusion_id,3,17,70,81562,21,59,125274,17,70,91894,0.2,0.8,1,3,20,72,85661,31,75,107120,19,93,111254,0.2,0.8,1
line,fusion_id,3,21,61,95120,29,72,105639,23,61,80648,0.2,0.8,1,3,24,79,121120,24,76,90612,21,68,116567,0.2,0.8,1
line,fusion_id,3,16,58,90904,23,73,83445,31,97,91018,0.2,0.8,1,3,16,83,112348,25,95,85454,19,51,91451,0.2,0.8,1
line,fusion_id,3,17,75,79230,16,66,92611,23,73,84836,0.2,0.8,1,3,23,96,107831,16,71,109108,20,65,109917,0.2,0.8,1
line,fusion_id,3,22,82,103972,17,76,98854,19,75,101056,0.2,0.8,1,3,13,80,107223,24,83,123352,18,89,78839,0.2,0.8,1
line,fusion_id,3,16,85,103241,25,90,93016,17,83,103650,0.2,0.8,1,3,20,84,102935,19,47,109009,14,71,112757,0.2,0.8,1
line,fusion_id,3,13,76,114864,25,85,96671,17,103,72813,0.2,0.8,1,3,13,66,94924,26,74,96106,19,78,92262,0.2,0.8,1
line,fusion_id,3,21,87,95896,26,97,89628,18,46,100322,0.2,0.8,1,3,12,106,82404,15,83,87178,12,107,87881,0.2,0.8,1
line,fusion_id,3,23,73,90904,17,86,92809,22,94,113336,0.2,0.8,1,3,19,98,87410,29,79,88471,16,87,99426,0.2,0.8,1
line,fusion_id,3,19,76,110692,23,92,100789,13,90,144311,0.2,0.8,1,3,23,80,96213,8,70,101593,25,86,101908,0.2,0.8,1
line,fusion_id,3,16,74,115703,22,77,92439,26,47,93170,0.2,0.8,1,3,14,107,110824,20,78,85205,14,70,86205,0.2,0.8,1
line,fusion_id,3,19,67,121406,20,98,117745,21,85,98303,0.2,0.8,1,3,19,104,88793,28,62,83111,15,97,92841,0.2,0.8,1
line,fusion_id,3,19,92,84249,19,70,108725,23,101,98796,0.2,0.8,1,3,19,112,78592,23,78,112601,9,85,87996,0.2,0.8,1
line,fusion_id,3,23,73,105392,37,86,94061,17,94,76859,0.2,0.8,1,3,22,94,126474,25,73,87526,16,76,80067,0.2,0.8,1
line,fusion_id,3,23,91,110503,21,71,120154,20,57,93745,0.2,0.8,1,3,22,74,78156,20,72,118488,17,93,74551,0.2,0.8,1
line,fusion_id,3,16,44,102179,12,79,60446,15,107,99545,0.2,0.8,1,3,40,74,104025,21,80,131938,18,101,110790,0.2,0.8,1
line,fusion_id,3,21,77,94008,17,77,107156,12,81,97147,0.2,0.8,1,3,11,90,101898,25,79,99219,20,66,111637,0.2,0.8,1
line,fusion_id,3,27,92,98683,17,98,78460,20,74,149528,0.2,0.8,1,3,28,108,109851,16,73,121904,21,95,92949,0.2,0.8,1
line,fusion_id,3,24,87,87245,28,86,109930,18,92,97286,0.2,0.8,1,3,21,62,129982,11,83,107994,15,94,98100,0.2,0.8,1
line,fusion_id,3,26,79,89657,17,110,89205,13,99,115491,0.2,0.8,1,3,21,80,113908,17,81,114815,23,98,96471,0.2,0.8,1
line,fusion_id,3,17,67,85103,22,69,92421,35,78,100073,0.2,0.8,1,3,24,85,106414,19,97,71327,34,103,102980,0.2,0.8,1
line,fusion_id,3,21,72,89086,25,118,88918,23,78,111680,0.2,0.8,1,3,13,90,84960,28,60,102601,27,78,121957,0.2,0.8,1
line,fusion_id,3,24,86,81645,21,75,106559,19,75,78754,0.2,0.8,1,3,22,92,89594,24,82,91739,19,88,86080,0.2,0.8,1
line,fusion_id,3,21,90,95795,24,70,95127,20,55,76871,0.2,0.8,1,3,24,68,92018,15,46,108617,25,70,86666,0.2,0.8,1
line,fusion_id,3,25,96,84780,13,101,99041,11,57,113428,0.2,0.8,1,3,15,85,112055,22,76,93852,22,99,105802,0.2,0.8,1
line,fusion_id,3,14,79,127625,16,85,119215,19,83,91884,0.2,0.8,1,3,20,104,93075,27,92,111530,26,99,103943,0.2,0.8,1
line,fusion_id,3,26,115,141473,22,97,95899,17,73,86286,0.2,0.8,1,3,29,72,97263,18,93,99518,19,101,83174,0.2,0.8,1
line,fusion_id,3,27,91,68838,20,67,105120,24,73,78743,0.2,0.8,1,3,21,87,97092,18,61,110404,17,97,104127,0.2,0.8,1
line,fusion_id,3,13,81,112341,19,81,97631,28,87,86858,0.2,0.8,1,3,27,63,124971,19,89,86804,21,69,92084,0.2,0.8,1
line,fusion_id,3,19,55,87182,19,79,109090,21,68,91265,0.2,0.8,1,3,31,73,87022,15,92,96350,22,85,119133,0.2,0.8,1
line,fusion_id,3,13,103,81981,26,70,100912,24,74,116425,0.2,0.8,1,3,13,89,125603,20,103,125569,25,81,105267,0.2,0.8,1
line,fusion_id,3,30,73,105425,28,69,100996,17,97,115113,0.2,0.8,1,3,16,48,97158,20,94,97218,10,93,79356,0.2,0.8,1
line,fusion_id,3,26,78,89329,17,118,101451,19,51,113343,0.2,0.8,1,3,18,70,105453,19,95,84709,25,57,94671,0.2,0.8,1
line,fusion_id,3,18,64,108919,18,92,117518,18,97,80451,0.2,0.8,1,3,13,73,111016,20,100,102604,20,70,94030,0.2,0.8,1
line,fusion_id,3,14,71,137096,18,59,77031,25,58,102508,0.2,0.8,1,3,21,69,96466,30,78,88452,13,89,91523,0.2,0.8,1
line,fusion_id,3,13,65,82993,15,58,99042,21,97,93733,0.2,0.8,1,3,23,67,80517,15,65,92645,28,74,96339,0.2,0.8,1
line,fusion_id,3,13,80,102421,21,69,103087,19,87,90723,0.2,0.8,1,3,21,90,79493,28,102,105222,14,55,116661,0.2,0.8,1
line,fusion_id,3,14,105,92830,18,81,112151,18,73,90006,0.2,0.8,1,3,10,80,84198,16,78,122979,19,84,93987,0.2,0.8,1
