comparison,FEATURE_ID,c1_num_reps,counts_c1_g1_rep1,counts_c1_g2_rep1,counts_c1_both_rep1,counts_c1_g1_rep2,counts_c1_g2_rep2,counts_c1_both_rep2,counts_c1_g1_rep3,counts_c1_g2_rep3,counts_c1_both_rep3,prior_c1_g1,prior_c1_g2,c1_flag_analyze,c2_num_reps,counts_c2_g1_rep1,counts_c2_g2_rep1,counts_c2_both_rep1,counts_c2_g1_rep2,counts_c2_g2_rep2,counts_c2_both_rep2,counts_c2_g1_rep3,counts_c2_g2_rep3,counts_c2_both_rep3,prior_c2_g1,prior_c2_g2,c2_flag_analyze
line,fusion_id,3,13,70,102,21,76,90,10,93,98,0.2,0.8,1,3,12,68,121,19,76,106,15,90,94,0.2,0.8,1
line,fusion_id,3,6,80,136,35,82,61,17,76,105,0.2,0.8,1,3,32,71,90,22,92,93,20,87,105,0.2,0.8,1
line,fusion_id,3,14,94,65,27,77,95,22,90,100,0.2,0.8,1,3,16,67,129,25,71,130,22,103,118,0.2,0.8,1
line,fusion_id,3,23,99,70,13,65,90,13,96,135,0.2,0.8,1,3,13,107,81,31,74,114,16,79,93,0.2,0.8,1
line,fusion_id,3,18,76,121,19,80,104,27,78,100,0.2,0.8,1,3,18,46,125,15,97,99,21,61,79,0.2,0.8,1
line,fusion_id,3,16,68,97,19,65,84,25,98,128,0.2,0.8,1,3,19,90,89,17,76,99,32,97,98,0.2,0.8,1
line,fusion_id,3,24,68,80,27,78,102,22,73,145,0.2,0.8,1,3,30,94,122,23,76,94,16,93,119,0.2,0.8,1
line,fusion_id,3,19,80,91,19,71,96,24,74,118,0.2,0.8,1,3,29,94,100,28,122,90,17,72,141,0.2,0.8,1
line,fusion_id,3,15,70,117,14,92,82,20,74,96,0.2,0.8,1,3,18,81,94,24,70,73,19,65,116,0.2,0.8,1
line,fusion_id,3,21,69,94,16,74,108,21,70,110,0.2,0.8,1,3,22,67,99,21,86,91,19,85,69,0.2,0.8,1
line,fusion_id,3,22,82,87,14,62,88,25,48,98,0.2,0.8,1,3,19,74,86,16,107,112,30,78,82,0.2,0.8,1
line,fusion_id,3,22,67,93,12,60,92,19,74,99,0.2,0.8,1,3,19,82,123,18,72,83,23,99,101,0.2,0.8,1
line,fusion_id,3,16,90,74,14,66,74,17,70,120,0.2,0.8,1,3,26,74,84,16,81,100,29,89,90,0.2,0.8,1
line,fusion_id,3,27,51,111,25,94,78,16,60,115,0.2,0.8,1,3,15,96,97,28,78,106,24,89,81,0.2,0.8,1
line,fusion_id,3,26,92,87,20,69,128,24,83,120,0.2,0.8,1,3,14,92,102,23,84,113,23,85,93,0.2,0.8,1
line,fusion_id,3,33,62,141,26,75,89,16,82,118,0.2,0.8,1,3,21,58,100,27,90,62,24,70,88,0.2,0.8,1
line,fusion_id,3,20,90,79,29,73,76,19,99,105,0.2,0.8,1,3,19,74,115,20,102,81,24,67,97,0.2,0.8,1
line,fusion_id,3,24,80,102,27,75,111,16,85,125,0.2,0.8,1,3,19,59,115,26,58,95,14,84,95,0.2,0.8,1
line,fusion_id,3,12,73,87,13,79,95,20,107,81,0.2,0.8,1,3,27,76,123,12,98,106,20,74,98,0.2,0.8,1
line,fusion_id,3,31,86,79,29,89,111,29,55,108,0.2,0.8,1,3,22,67,132,16,73,125,12,88,87,0.2,0.8,1
line,fusion_id,3,15,80,103,21,114,72,14,73,79,0.2,0.8,1,3,21,75,118,23,95,100,22,64,81,0.2,0.8,1
line,fusion_id,3,15,83,112,18,86,137,19,77,94,0.2,0.8,1,3,15,67,115,11,93,114,15,83,96,0.2,0.8,1
line,fusion_id,3,23,71,97,13,73,100,22,90,128,0.2,0.8,1,3,16,73,88,19,97,108,12,105,129,0.2,0.8,1
line,fusion_id,3,16,69,139,21,85,126,13,86,91,0.2,0.8,1,3,23,79,69,13,64,81,20,76,113,0.2,0.8,1
line,fusion_id,3,17,80,87,18,82,147,28,60,72,0.2,0.8,1,3,19,100,99,17,87,96,19,86,99,0.2,0.8,1
line,fusion_id,3,16,93,96,18,74,115,12,77,78,0.2,0.8,1,3,29,103,144,25,86,85,21,101,119,0.2,0.8,1
line,fusion_id,3,14,80,101,21,73,99,22,74,100,0.2,0.8,1,3,25,84,108,27,66,81,22,63,114,0.2,0.8,1
line,fusion_id,3,19,70,138,19,77,122,16,87,131,0.2,0.8,1,3,19,56,116,35,63,82,20,63,114,0.2,0.8,1
line,fusion_id,3,19,59,105,20,73,85,32,85,122,0.2,0.8,1,3,24,90,101,22,94,108,21,66,124,0.2,0.8,1
line,fusion_id,3,25,86,108,17,88,80,15,71,111,0.2,0.8,1,3,15,73,94,20,77,86,18,74,123,0.2,0.8,1
line,fusion_id,3,14,70,103,22,80,74,18,108,93,0.2,0.8,1,3,18,84,94,17,92,104,12,85,109,0.2,0.8,1
line,fusion_id,3,19,88,64,26,81,86,23,91,111,0.2,0.8,1,3,17,44,133,13,85,93,15,74,114,0.2,0.8,1
line,fusion_id,3,23,75,136,23,88,90,19,71,128,0.2,0.8,1,3,23,53,80,20,71,97,24,83,116,0.2,0.8,1
line,fusion_id,3,21,84,112,19,92,83,18,98,96,0.2,0.8,1,3,15,75,86,10,77,107,22,56,85,0.2,0.8,1
line,fusion_id,3,15,77,54,22,60,131,14,77,87,0.2,0.8,1,3,24,80,107,20,98,109,17,70,66,0.2,0.8,1
line,fusion_id,3,21,106,88,21,48,116,18,102,122,0.2,0.8,1,3,11,69,91,18,99,96,16,67,87,0.2,0.8,1
line,fusion_id,3,19,69,87,15,85,93,20,84,89,0.2,0.8,1,3,19,81,105,20,76,119,16,66,114,0.2,0.8,1
line,fusion_id,3,15,67,101,23,83,86,22,81,98,0.2,0.8,1,3,24,73,86,24,92,75,28,68,100,0.2,0.8,1
line,fusion_id,3,13,81,83,18,82,76,21,69,91,0.2,0.8,1,3,19,73,96,17,84,89,21,69,102,0.2,0.8,1
line,fusion_id,3,12,90,90,16,73,118,21,86,114,0.2,0.8,1,3,21,74,105,21,61,83,18,83,143,0.2,0.8,1
line,fusion_id,3,26,112,114,24,80,115,17,81,108,0.2,0.8,1,3,15,98,103,22,73,89,13,76,81,0.2,0.8,1
line,fusion_id,3,23,102,98,16,93,92,17,104,127,0.2,0.8,1,3,27,101,93,25,77,101,23,87,86,0.2,0.8,1
line,fusion_id,3,24,78,103,15,83,101,23,88,92,0.2,0.8,1,3,19,94,101,16,83,103,17,87,91,0.2,0.8,1
line,fusion_id,3,16,53,104,13,107,96,15,83,106,0.2,0.8,1,3,22,84,80,16,77,143,31,55,79,0.2,0.8,1
line,fusion_id,3,25,105,99,27,87,78,25,70,89,0.2,0.8,1,3,15,67,91,18,78,106,15,60,73,0.2,0.8,1
line,fusion_id,3,24,91,127,24,67,85,16,109,116,0.2,0.8,1,3,18,74,105,24,75,75,27,86,84,0.2,0.8,1
line,fusion_id,3,23,69,87,20,87,122,21,99,87,0.2,0.8,1,3,16,82,110,15,101,129,15,89,76,0.2,0.8,1
line,fusion_id,3,27,74,86,23,56,80,22,90,135,0.2,0.8,1,3,18,66,97,22,69,77,14,60,105,0.2,0.8,1
line,fusion_id,3,27,61,80,20,71,93,24,94,145,0.2,0.8,1,3,26,95,98,18,73,126,17,86,68,0.2,0.8,1
line,fusion_id,3,21,82,93,17,71,98,19,96,90,0.2,0.8,1,3,23,62,146,24,97,103,22,68,70,0.2,0.8,1
line,fusion_id,3,16,66,96,12,84,114,12,105,92,0.2,0.8,1,3,19,90,106,22,62,90,21,82,99,0.2,0.8,1
line,fusion_id,3,24,102,89,24,95,96,16,68,74,0.2,0.8,1,3,20,73,69,22,111,95,22,63,102,0.2,0.8,1
line,fusion_id,3,19,109,114,16,60,96,17,61,84,0.2,0.8,1,3,28,77,105,22,68,94,15,69,82,0.2,0.8,1
line,fusion_id,3,17,84,95,11,97,73,9,70,124,0.2,0.8,1,3,25,70,70,19,75,109,26,69,80,0.2,0.8,1
line,fusion_id,3,23,105,100,16,78,79,23,62,98,0.2,0.8,1,3,16,43,81,18,80,81,20,79,79,0.2,0.8,1
line,fusion_id,3,27,92,104,28,97,136,16,76,92,0.2,0.8,1,3,16,93,117,15,59,111,12,65,100,0.2,0.8,1
line,fusion_id,3,18,61,96,13,68,115,14,83,119,0.2,0.8,1,3,22,82,102,19,76,105,19,76,96,0.2,0.8,1
line,fusion_id,3,27,83,114,14,60,128,25,73,94,0.2,0.8,1,3,24,106,78,10,74,120,17,81,106,0.2,0.8,1
line,fusion_id,3,28,62,98,12,88,78,13,67,102,0.2,0.8,1,3,30,59,116,18,77,59,16,98,68,0.2,0.8,1
line,fusion_id,3,19,76,91,17,62,95,19,72,97,0.2,0.8,1,3,23,52,126,20,96,108,15,86,115,0.2,0.8,1
line,fusion_id,3,20,105,132,17,98,99,17,95,107,0.2,0.8,1,3,19,79,85,28,63,82,18,76,106,0.2,0.8,1
line,fusion_id,3,20,79,116,20,89,113,20,93,85,0.2,0.8,1,3,16,55,82,18,104,70,21,83,100,0.2,0.8,1
line,fusion_id,3,19,88,118,27,75,85,26,58,81,0.2,0.8,1,3,15,76,125,24,85,101,13,70,91,0.2,0.8,1
line,fusion_id,3,15,82,114,14,81,110,19,82,85,0.2,0.8,1,3,24,62,96,26,79,84,22,87,91,0.2,0.8,1
line,fusion_id,3,19,85,82,24,52,102,15,72,83,0.2,0.8,1,3,24,67,87,15,112,68,15,105,131,0.2,0.8,1
line,fusion_id,3,26,76,102,19,99,103,16,98,103,0.2,0.8,1,3,18,75,93,24,99,104,23,69,87,0.2,0.8,1
line,fusion_id,3,20,100,99,21,59,118,29,95,104,0.2,0.8,1,3,14,64,128,19,74,101,25,85,118,0.2,0.8,1
line,fusion_id,3,24,86,92,20,101,117,14,62,83,0.2,0.8,1,3,18,63,72,17,72,140,20,97,78,0.2,0.8,1
line,fusion_id,3,9,80,115,29,98,88,22,101,109,0.2,0.8,1,3,19,70,97,11,94,121,12,92,95,0.2,0.8,1
line,fusion_id,3,19,74,95,12,82,85,18,73,108,0.2,0.8,1,3,28,87,98,20,86,110,38,70,79,0.2,0.8,1
line,fusion_id,3,26,83,114,31,53,111,10,53,139,0.2,0.8,1,3,26,73,96,18,97,88,17,76,97,0.2,0.8,1
line,fusion_id,3,24,85,129,20,101,102,27,64,103,0.2,0.8,1,3,18,59,139,21,58,97,11,95,117,0.2,0.8,1
line,fusion_id,3,23,68,95,18,63,113,24,83,107,0.2,0.8,1,3,14,68,105,16,79,125,16,79,128,0.2,0.8,1
line,fusion_id,3,21,74,108,28,100,107,18,54,77,0.2,0.8,1,3,23,90,83,26,73,112,20,67,115,0.2,0.8,1
line,fusion_id,3,27,69,91,20,93,114,26,57,107,0.2,0.8,1,3,19,81,144,25,94,117,25,76,113,0.2,0.8,1
line,fusion_id,3,21,110,84,12,87,85,9,85,103,0.2,0.8,1,3,22,77,118,19,77,92,26,61,118,0.2,0.8,1
line,fusion_id,3,11,61,145,9,82,84,27,78,112,0.2,0.8,1,3,25,83,121,17,80,129,18,64,113,0.2,0.8,1
line,fusion_id,3,28,60,117,24,68,97,19,71,89,0.2,0.8,1,3,26,91,102,17,81,128,16,53,88,0.2,0.8,1
line,fusion_id,3,26,76,87,26,72,57,20,78,134,0.2,0.8,1,3,24,78,95,18,95,86,19,76,123,0.2,0.8,1
line,fusion_id,3,28,66,101,20,90,102,26,58,113,0.2,0.8,1,3,16,100,72,26,94,80,24,104,99,0.2,0.8,1
line,fusion_id,3,22,63,104,17,61,81,13,62,103,0.2,0.8,1,3,17,62,74,18,63,103,22,97,121,0.2,0.8,1
line,fusion_id,3,17,80,80,14,80,100,23,78,97,0.2,0.8,1,3,20,98,105,18,95,109,19,90,104,0.2,0.8,1
line,fusion_id,3,16,80,90,24,86,129,23,68,89,0.2,0.8,1,3,26,61,97,13,78,92,16,71,95,0.2,0.8,1
line,fusion_id,3,18,66,78,20,88,115,18,84,98,0.2,0.8,1,3,18,105,96,27,89,99,13,76,70,0.2,0.8,1
line,fusion_id,3,30,77,95,15,71,90,14,93,101,0.2,0.8,1,3,34,74,107,26,60,102,18,70,139,0.2,0.8,1
line,fusion_id,3,25,65,62,18,70,86,15,73,141,0.2,0.8,1,3,11,72,109,20,83,94,27,76,108,0.2,0.8,1
line,fusion_id,3,24,69,104,18,82,106,14,99,93,0.2,0.8,1,3,24,73,97,21,105,59,16,88,108,0.2,0.8,1
line,fusion_id,3,13,61,134,20,82,81,25,76,115,0.2,0.8,1,3,20,89,97,23,76,141,13,64,98,0.2,0.8,1
line,fusion_id,3,16,72,80,21,104,98,24,84,90,0.2,0.8,1,3,15,64,99,21,89,121,32,70,100,0.2,0.8,1
line,fusion_id,3,12,72,91,13,75,73,21,97,107,0.2,0.8,1,3,12,65,125,18,71,139,23,68,95,0.2,0.8,1
line,fusion_id,3,14,87,94,18,82,87,15,86,96,0.2,0.8,1,3,25,83,92,21,71,92,38,90,115,0.2,0.8,1
line,fusion_id,3,26,63,156,17,89,86,21,68,96,0.2,0.8,1,3,23,85,91,22,82,89,24,71,110,0.2,0.8,1
line,fusion_id,3,19,82,87,24,68,120,25,61,109,0.2,0.8,1,3,14,74,84,16,80,104,16,76,93,0.2,0.8,1
line,fusion_id,3,28,90,96,25,68,83,14,80,111,0.2,0.8,1,3,24,66,99,18,67,77,24,83,78,0.2,0.8,1
line,fusion_id,3,10,83,81,16,96,82,33,81,95,0.2,0.8,1,3,13,58,116,17,92,100,19,64,120,0.2,0.8,1
line,fusion_id,3,14,77,102,22,65,84,23,95,109,0.2,0.8,1,3,14,93,85,20,80,104,21,89,80,0.2,0.8,1
line,fusion_id,3,19,90,85,19,114,114,16,71,93,0.2,0.8,1,3,19,57,70,22,62,88,32,83,62,0.2,0.8,1
line,fusion_id,3,28,68,107,19,85,64,16,65,113,0.2,0.8,1,3,24,71,126,17,107,98,19,64,82,0.2,0.8,1
line,fusion_id,3,25,69,87,16,99,106,22,82,88,0.2,0.8,1,3,11,78,130,18,75,101,22,55,108,0.2,0.8,1
line,fusion_id,3,16,84,75,20,87,90,16,77,85,0.2,0.8,1,3,13,84,91,27,45,102,11,73,94,0.2,0.8,1
line,fusion_id,3,26,79,76,18,78,83,22,81,126,0.2,0.8,1,3,17,90,69,13,89,138,18,84,88,0.2,0.8,1
line,fusion_id,3,22,66,108,14,79,77,23,85,74,0.2,0.8,1,3,16,118,85,11,86,84,18,72,79,0.2,0.8,1
line,fusion_id,3,20,91,60,34,65,104,26,80,105,0.2,0.8,1,3,15,113,128,20,99,108,18,80,124,0.2,0.8,1
line,fusion_id,3,28,86,85,21,71,115,14,105,98,0.2,0.8,1,3,23,85,82,26,61,87,14,87,79,0.2,0.8,1
line,fusion_id,3,23,64,82,14,87,123,14,82,92,0.2,0.8,1,3,12,70,98,9,77,97,24,52,79,0.2,0.8,1
line,fusion_id,3,13,58,80,15,78,96,18,96,68,0.2,0.8,1,3,17,75,92,16,79,77,20,91,91,0.2,0.8,1
line,fusion_id,3,27,87,64,26,83,104,18,101,94,0.2,0.8,1,3,20,92,79,11,97,103,18,86,113,0.2,0.8,1
line,fusion_id,3,16,85,122,19,77,93,24,66,100,0.2,0.8,1,3,12,87,93,31,86,122,16,111,109,0.2,0.8,1
line,fusion_id,3,24,84,115,9,57,89,14,76,105,0.2,0.8,1,3,30,69,134,20,73,81,11,82,92,0.2,0.8,1
line,fusion_id,3,22,88,133,23,77,81,24,76,106,0.2,0.8,1,3,15,74,121,22,50,82,11,93,87,0.2,0.8,1
line,fusion_id,3,25,81,124,20,120,128,22,85,98,0.2,0.8,1,3,20,75,117,18,62,105,26,96,85,0.2,0.8,1
line,fusion_id,3,20,94,129,19,92,70,25,68,108,0.2,0.8,1,3,21,56,72,21,71,116,18,80,113,0.2,0.8,1
line,fusion_id,3,24,80,138,27,86,109,34,90,101,0.2,0.8,1,3,22,106,83,19,95,98,21,59,102,0.2,0.8,1
line,fusion_id,3,23,79,76,28,89,85,16,81,98,0.2,0.8,1,3,17,82,102,17,74,102,13,55,68,0.2,0.8,1
line,fusion_id,3,21,90,101,15,94,125,25,83,127,0.2,0.8,1,3,29,67,91,29,102,99,35,85,107,0.2,0.8,1
line,fusion_id,3,25,62,95,27,81,73,21,83,110,0.2,0.8,1,3,24,83,107,32,82,100,18,56,112,0.2,0.8,1
line,fusion_id,3,17,79,123,25,88,90,22,83,103,0.2,0.8,1,3,20,55,74,25,87,77,21,89,64,0.2,0.8,1
line,fusion_id,3,15,55,110,29,70,110,19,79,78,0.2,0.8,1,3,24,67,143,24,78,103,29,61,110,0.2,0.8,1
line,fusion_id,3,22,75,82,27,104,98,19,56,91,0.2,0.8,1,3,15,84,100,17,86,93,18,113,105,0.2,0.8,1
line,fusion_id,3,22,63,113,22,72,114,24,80,105,0.2,0.8,1,3,16,61,114,21,65,129,23,117,103,0.2,0.8,1
line,fusion_id,3,19,77,124,22,64,86,20,109,129,0.2,0.8,1,3,22,100,84,20,92,86,24,60,99,0.2,0.8,1
line,fusion_id,3,28,82,106,20,92,102,24,88,139,0.2,0.8,1,3,12,108,87,19,88,108,20,88,89,0.2,0.8,1
line,fusion_id,3,27,100,108,21,70,98,20,53,98,0.2,0.8,1,3,23,90,97,24,86,95,23,76,118,0.2,0.8,1
line,fusion_id,3,14,72,123,25,89,93,22,109,84,0.2,0.8,1,3,25,86,105,17,97,96,15,79,117,0.2,0.8,1
line,fusion_id,3,15,108,105,18,97,86,33,109,103,0.2,0.8,1,3,23,82,92,19,73,91,22,99,96,0.2,0.8,1
line,fusion_id,3,16,75,113,23,66,148,15,79,112,0.2,0.8,1,3,24,88,134,10,95,140,20,89,135,0.2,0.8,1
line,fusion_id,3,22,87,64,22,92,95,30,99,89,0.2,0.8,1,3,12,80,101,17,93,106,12,70,68,0.2,0.8,1
line,fusion_id,3,21,77,92,22,78,135,13,59,95,0.2,0.8,1,3,18,72,111,21,96,106,15,112,106,0.2,0.8,1
line,fusion_id,3,27,85,87,16,79,67,17,58,107,0.2,0.8,1,3,19,69,87,31,79,99,19,102,94,0.2,0.8,1
line,fusion_id,3,22,84,122,23,99,99,16,95,87,0.2,0.8,1,3,24,110,101,20,72,129,11,83,98,0.2,0.8,1
line,fusion_id,3,15,75,100,14,64,129,17,94,95,0.2,0.8,1,3,19,90,141,21,70,70,13,55,92,0.2,0.8,1
line,fusion_id,3,11,77,124,16,75,104,14,65,109,0.2,0.8,1,3,16,87,101,19,66,115,10,74,100,0.2,0.8,1
line,fusion_id,3,16,62,93,24,71,81,12,62,109,0.2,0.8,1,3,17,90,94,16,72,103,10,109,100,0.2,0.8,1
line,fusion_id,3,14,92,93,18,69,80,18,79,144,0.2,0.8,1,3,24,52,91,23,88,78,26,83,84,0.2,0.8,1
line,fusion_id,3,27,83,78,20,67,92,24,91,107,0.2,0.8,1,3,26,59,105,18,83,74,23,77,86,0.2,0.8,1
line,fusion_id,3,17,81,116,16,63,121,18,58,92,0.2,0.8,1,3,18,80,94,11,64,70,13,117,115,0.2,0.8,1
line,fusion_id,3,22,65,86,20,68,115,22,76,85,0.2,0.8,1,3,24,72,122,19,96,91,14,57,138,0.2,0.8,1
line,fusion_id,3,18,113,100,11,69,74,24,99,94,0.2,0.8,1,3,17,78,95,21,75,83,21,82,98,0.2,0.8,1
line,fusion_id,3,30,66,87,17,97,97,14,105,86,0.2,0.8,1,3,21,80,94,23,97,103,23,83,63,0.2,0.8,1
line,fusion_id,3,16,68,101,25,108,79,17,70,92,0.2,0.8,1,3,20,85,132,15,90,116,32,83,86,0.2,0.8,1
line,fusion_id,3,24,88,89,14,69,117,15,85,114,0.2,0.8,1,3,22,75,83,25,70,103,17,59,72,0.2,0.8,1
line,fusion_id,3,20,88,130,18,51,103,34,91,118,0.2,0.8,1,3,25,64,120,27,77,106,11,71,88,0.2,0.8,1
line,fusion_id,3,29,74,99,18,70,124,18,98,128,0.2,0.8,1,3,13,66,117,21,70,103,15,80,150,0.2,0.8,1
line,fusion_id,3,25,86,90,18,69,97,16,85,89,0.2,0.8,1,3,29,61,97,22,68,76,28,97,112,0.2,0.8,1
line,fusion_id,3,21,66,93,21,47,91,18,76,121,0.2,0.8,1,3,22,59,55,12,67,73,26,70,98,0.2,0.8,1
line,fusion_id,3,20,76,81,22,68,66,36,76,102,0.2,0.8,1,3,22,91,98,18,91,102,27,85,103,0.2,0.8,1
line,fusion_id,3,28,74,103,27,91,98,22,101,93,0.2,0.8,1,3,22,88,103,27,68,107,19,91,104,0.2,0.8,1
line,fusion_id,3,16,77,106,17,94,89,22,102,103,0.2,0.8,1,3,26,75,82,15,94,75,11,84,122,0.2,0.8,1
line,fusion_id,3,18,61,83,22,81,89,23,71,98,0.2,0.8,1,3,24,79,120,15,69,102,17,111,83,0.2,0.8,1
line,fusion_id,3,27,68,70,15,50,91,17,90,96,0.2,0.8,1,3,17,87,91,22,61,112,19,72,105,0.2,0.8,1
line,fusion_id,3,21,76,94,14,61,137,16,57,152,0.2,0.8,1,3,24,92,136,19,81,80,17,68,120,0.2,0.8,1
line,fusion_id,3,24,93,100,13,77,88,18,72,106,0.2,0.8,1,3,23,69,98,14,84,101,22,64,78,0.2,0.8,1
line,fusion_id,3,22,72,57,12,73,108,15,76,103,0.2,0.8,1,3,11,88,123,26,92,93,30,71,104,0.2,0.8,1
line,fusion_id,3,14,99,110,18,89,104,22,79,139,0.2,0.8,1,3,22,79,53,21,80,109,26,82,95,0.2,0.8,1
line,fusion_id,3,18,83,99,22,77,117,29,94,119,0.2,0.8,1,3,23,76,119,18,109,124,20,62,113,0.2,0.8,1
line,fusion_id,3,19,56,139,18,97,126,20,76,80,0.2,0.8,1,3,20,87,143,21,59,107,18,85,91,0.2,0.8,1
line,fusion_id,3,15,56,108,20,115,130,17,77,112,0.2,0.8,1,3,25,63,104,15,135,125,23,64,92,0.2,0.8,1
line,fusion_id,3,28,73,123,16,69,102,5,71,106,0.2,0.8,1,3,18,74,101,16,42,117,19,81,88,0.2,0.8,1
line,fusion_id,3,23,95,116,20,52,145,14,72,97,0.2,0.8,1,3,25,60,78,20,104,97,23,80,117,0.2,0.8,1
line,fusion_id,3,14,111,108,20,79,102,19,79,84,0.2,0.8,1,3,20,82,100,11,97,99,26,95,112,0.2,0.8,1
line,fusion_id,3,17,73,114,16,98,111,18,83,84,0.2,0.8,1,3,16,54,133,12,83,123,22,98,64,0.2,0.8,1
line,fusion_id,3,22,87,69,16,84,109,17,70,80,0.2,0.8,1,3,17,86,101,18,65,73,17,87,89,0.2,0.8,1
line,fusion_id,3,21,84,83,23,68,116,24,67,82,0.2,0.8,1,3,17,72,91,28,78,70,19,69,105,0.2,0.8,1
line,fusion_id,3,21,55,89,23,78,75,20,69,91,0.2,0.8,1,3,14,91,93,12,91,96,20,106,124,0.2,0.8,1
line,fusion_id,3,26,60,107,15,57,95,18,97,112,0.2,0.8,1,3,11,48,107,22,91,99,19,74,114,0.2,0.8,1
line,fusion_id,3,14,75,119,26,68,82,16,75,106,0.2,0.8,1,3,19,75,99,15,113,100,16,106,92,0.2,0.8,1
line,fusion_id,3,17,99,109,22,91,121,24,64,79,0.2,0.8,1,3,28,80,103,17,68,100,18,82,88,0.2,0.8,1
line,fusion_id,3,19,67,110,37,80,101,29,59,104,0.2,0.8,1,3,17,64,90,14,73,95,27,81,113,0.2,0.8,1
line,fusion_id,3,23,81,89,11,60,112,15,99,120,0.2,0.8,1,3,17,107,78,20,78,109,16,89,97,0.2,0.8,1
line,fusion_id,3,21,100,96,30,93,119,18,62,111,0.2,0.8,1,3,20,50,118,17,77,80,18,83,82,0.2,0.8,1
