comparison,FEATURE_ID,c1_num_reps,counts_c1_g1_rep1,counts_c1_g2_rep1,counts_c1_both_rep1,counts_c1_g1_rep2,counts_c1_g2_rep2,counts_c1_both_rep2,counts_c1_g1_rep3,counts_c1_g2_rep3,counts_c1_both_rep3,prior_c1_g1,prior_c1_g2,c1_flag_analyze,c2_num_reps,counts_c2_g1_rep1,counts_c2_g2_rep1,counts_c2_both_rep1,counts_c2_g1_rep2,counts_c2_g2_rep2,counts_c2_both_rep2,counts_c2_g1_rep3,counts_c2_g2_rep3,counts_c2_both_rep3,prior_c2_g1,prior_c2_g2,c2_flag_analyze
line,fusion_id,3,37,74,55,38,80,61,54,73,57,0.5,0.8,1,3,49,109,85,42,75,72,64,78,69,0.5,0.8,1
line,fusion_id,3,60,95,71,33,67,86,43,70,59,0.5,0.8,1,3,65,93,51,46,55,86,54,82,79,0.5,0.8,1
line,fusion_id,3,56,63,87,62,73,91,54,79,50,0.5,0.8,1,3,39,65,66,53,72,69,51,91,82,0.5,0.8,1
line,fusion_id,3,49,70,82,42,52,59,63,72,85,0.5,0.8,1,3,46,58,51,48,79,59,39,68,53,0.5,0.8,1
line,fusion_id,3,39,81,84,29,80,85,49,56,103,0.5,0.8,1,3,39,95,69,55,80,64,38,90,53,0.5,0.8,1
line,fusion_id,3,50,85,87,37,75,67,39,73,85,0.5,0.8,1,3,37,96,55,40,77,74,34,56,78,0.5,0.8,1
line,fusion_id,3,52,77,92,55,81,54,41,77,53,0.5,0.8,1,3,44,68,82,64,85,84,36,97,65,0.5,0.8,1
line,fusion_id,3,50,50,46,42,78,76,43,82,86,0.5,0.8,1,3,51,101,49,47,70,103,78,66,94,0.5,0.8,1
line,fusion_id,3,49,49,62,62,76,58,55,66,100,0.5,0.8,1,3,44,68,56,46,74,73,62,80,69,0.5,0.8,1
line,fusion_id,3,60,90,82,55,86,63,55,96,77,0.5,0.8,1,3,54,77,69,55,58,63,44,69,51,0.5,0.8,1
line,fusion_id,3,46,54,72,66,72,64,36,78,66,0.5,0.8,1,3,49,70,54,63,71,54,40,85,90,0.5,0.8,1
line,fusion_id,3,50,73,47,59,77,68,59,94,90,0.5,0.8,1,3,44,65,44,67,65,102,58,101,66,0.5,0.8,1
line,fusion_id,3,62,58,49,49,91,56,67,95,79,0.5,0.8,1,3,45,87,82,52,91,68,50,77,93,0.5,0.8,1
line,fusion_id,3,46,80,67,30,87,70,45,53,54,0.5,0.8,1,3,39,108,61,41,72,46,67,50,83,0.5,0.8,1
line,fusion_id,3,46,77,78,43,65,77,38,104,55,0.5,0.8,1,3,47,65,65,32,80,77,70,72,63,0.5,0.8,1
line,fusion_id,3,22,82,85,55,70,84,59,75,65,0.5,0.8,1,3,55,70,46,38,92,74,50,83,76,0.5,0.8,1
line,fusion_id,3,52,89,84,34,81,101,59,70,70,0.5,0.8,1,3,38,75,81,42,85,73,38,73,80,0.5,0.8,1
line,fusion_id,3,51,79,64,48,79,58,41,70,81,0.5,0.8,1,3,46,97,63,54,51,81,60,64,78,0.5,0.8,1
line,fusion_id,3,48,84,74,53,84,68,62,100,59,0.5,0.8,1,3,58,89,66,37,69,61,56,88,67,0.5,0.8,1
line,fusion_id,3,32,80,63,55,66,62,38,87,81,0.5,0.8,1,3,42,60,74,53,83,78,58,81,42,0.5,0.8,1
line,fusion_id,3,57,82,69,61,77,86,56,79,51,0.5,0.8,1,3,35,82,79,45,74,55,56,79,96,0.5,0.8,1
line,fusion_id,3,66,80,56,36,95,73,57,67,84,0.5,0.8,1,3,55,90,62,48,86,69,53,100,84,0.5,0.8,1
line,fusion_id,3,40,64,91,48,92,47,49,69,62,0.5,0.8,1,3,46,68,70,54,95,54,49,79,70,0.5,0.8,1
line,fusion_id,3,44,73,65,51,94,70,53,89,66,0.5,0.8,1,3,43,80,71,57,62,89,54,72,86,0.5,0.8,1
line,fusion_id,3,52,75,74,52,85,73,54,93,68,0.5,0.8,1,3,38,72,62,65,68,63,52,61,78,0.5,0.8,1
line,fusion_id,3,32,58,80,56,88,68,28,78,83,0.5,0.8,1,3,52,106,84,55,74,65,49,83,65,0.5,0.8,1
line,fusion_id,3,54,96,71,42,73,64,61,76,65,0.5,0.8,1,3,51,75,66,59,83,61,37,121,62,0.5,0.8,1
line,fusion_id,3,64,86,55,49,65,62,44,54,64,0.5,0.8,1,3,50,66,69,35,74,78,48,72,90,0.5,0.8,1
line,fusion_id,3,44,81,56,35,79,58,51,77,76,0.5,0.8,1,3,38,101,64,53,80,62,54,62,70,0.5,0.8,1
line,fusion_id,3,53,99,62,33,87,73,30,54,51,0.5,0.8,1,3,55,55,66,56,68,60,73,64,80,0.5,0.8,1
line,fusion_id,3,54,109,81,47,92,82,73,56,51,0.5,0.8,1,3,41,90,44,51,65,69,53,95,53,0.5,0.8,1
line,fusion_id,3,39,123,60,59,57,67,49,91,70,0.5,0.8,1,3,65,89,63,62,92,58,82,92,89,0.5,0.8,1
line,fusion_id,3,42,84,84,51,89,84,54,58,80,0.5,0.8,1,3,50,96,71,54,80,83,63,93,72,0.5,0.8,1
line,fusion_id,3,47,71,77,47,101,94,52,81,69,0.5,0.8,1,3,48,69,62,49,81,74,38,47,89,0.5,0.8,1
line,fusion_id,3,41,69,56,56,72,80,55,87,60,0.5,0.8,1,3,68,80,67,57,91,68,44,79,77,0.5,0.8,1
line,fusion_id,3,58,109,64,49,78,82,50,67,91,0.5,0.8,1,3,52,81,81,69,88,83,50,86,84,0.5,0.8,1
line,fusion_id,3,57,61,73,34,91,69,40,76,75,0.5,0.8,1,3,49,70,47,33,69,66,59,101,72,0.5,0.8,1
line,fusion_id,3,54,86,66,43,101,83,41,74,80,0.5,0.8,1,3,52,70,52,42,103,55,44,107,71,0.5,0.8,1
line,fusion_id,3,50,71,82,68,84,64,69,67,62,0.5,0.8,1,3,42,78,85,62,61,82,60,77,73,0.5,0.8,1
line,fusion_id,3,62,91,56,63,70,69,62,61,57,0.5,0.8,1,3,30,95,58,26,81,62,64,77,86,0.5,0.8,1
line,fusion_id,3,60,74,65,38,91,72,31,63,78,0.5,0.8,1,3,44,73,75,60,90,76,41,51,82,0.5,0.8,1
line,fusion_id,3,57,78,78,32,71,63,51,81,115,0.5,0.8,1,3,56,88,48,55,68,74,50,82,52,0.5,0.8,1
line,fusion_id,3,56,86,36,44,95,96,52,79,86,0.5,0.8,1,3,39,69,60,51,88,48,31,83,65,0.5,0.8,1
line,fusion_id,3,60,75,61,37,86,75,55,97,46,0.5,0.8,1,3,36,93,74,64,83,45,46,89,55,0.5,0.8,1
line,fusion_id,3,45,84,53,37,71,74,53,71,59,0.5,0.8,1,3,60,82,92,41,82,63,45,75,82,0.5,0.8,1
line,fusion_id,3,51,61,47,43,55,67,50,81,74,0.5,0.8,1,3,57,78,65,65,89,65,67,72,67,0.5,0.8,1
line,fusion_id,3,42,85,71,44,90,66,50,80,84,0.5,0.8,1,3,41,58,87,43,62,54,62,65,63,0.5,0.8,1
line,fusion_id,3,52,88,67,43,69,62,52,62,65,0.5,0.8,1,3,52,81,64,51,101,97,50,61,108,0.5,0.8,1
line,fusion_id,3,56,71,79,47,79,51,27,90,77,0.5,0.8,1,3,32,77,66,53,98,51,49,81,63,0.5,0.8,1
line,fusion_id,3,51,83,58,61,89,64,55,83,75,0.5,0.8,1,3,41,64,73,53,99,71,65,61,77,0.5,0.8,1
line,fusion_id,3,42,93,80,38,72,72,41,66,62,0.5,0.8,1,3,42,63,68,74,72,74,59,80,78,0.5,0.8,1
line,fusion_id,3,77,87,62,55,75,62,74,55,87,0.5,0.8,1,3,43,92,87,67,72,82,55,79,62,0.5,0.8,1
line,fusion_id,3,51,67,58,45,95,61,46,73,87,0.5,0.8,1,3,67,106,65,59,82,74,57,78,56,0.5,0.8,1
line,fusion_id,3,50,82,44,48,70,89,46,76,105,0.5,0.8,1,3,41,84,106,58,62,55,67,84,59,0.5,0.8,1
line,fusion_id,3,44,91,56,25,68,62,41,96,65,0.5,0.8,1,3,35,47,62,39,108,74,35,63,84,0.5,0.8,1
line,fusion_id,3,36,111,79,55,84,68,48,59,70,0.5,0.8,1,3,51,79,98,41,55,55,62,49,104,0.5,0.8,1
line,fusion_id,3,49,103,65,50,75,66,47,80,62,0.5,0.8,1,3,43,71,79,28,70,89,45,86,57,0.5,0.8,1
line,fusion_id,3,73,81,81,45,81,70,46,85,54,0.5,0.8,1,3,49,86,55,69,77,72,42,99,61,0.5,0.8,1
line,fusion_id,3,35,82,83,76,70,66,36,74,76,0.5,0.8,1,3,56,56,52,70,84,90,49,84,66,0.5,0.8,1
line,fusion_id,3,33,66,88,35,92,90,42,87,72,0.5,0.8,1,3,50,77,65,42,96,48,58,83,50,0.5,0.8,1
line,fusion_id,3,59,62,56,42,69,63,56,87,58,0.5,0.8,1,3,42,64,66,38,82,92,60,89,81,0.5,0.8,1
line,fusion_id,3,48,79,87,61,98,82,56,81,51,0.5,0.8,1,3,38,84,64,52,83,64,55,77,65,0.5,0.8,1
line,fusion_id,3,47,96,68,47,69,72,49,79,72,0.5,0.8,1,3,63,76,79,44,91,56,24,89,73,0.5,0.8,1
line,fusion_id,3,48,96,74,51,72,67,47,60,87,0.5,0.8,1,3,44,89,81,62,102,58,37,67,57,0.5,0.8,1
line,fusion_id,3,62,67,73,52,89,89,33,103,58,0.5,0.8,1,3,57,79,71,36,65,58,43,94,75,0.5,0.8,1
line,fusion_id,3,46,41,43,35,100,63,43,69,86,0.5,0.8,1,3,51,66,76,57,93,72,63,76,75,0.5,0.8,1
line,fusion_id,3,50,104,64,36,93,89,51,86,80,0.5,0.8,1,3,49,72,69,32,66,67,58,79,90,0.5,0.8,1
line,fusion_id,3,40,58,69,48,108,68,71,69,74,0.5,0.8,1,3,35,69,67,40,95,81,65,55,69,0.5,0.8,1
line,fusion_id,3,66,81,71,73,94,71,52,98,64,0.5,0.8,1,3,44,76,56,45,81,53,30,64,60,0.5,0.8,1
line,fusion_id,3,69,94,63,44,57,89,40,72,63,0.5,0.8,1,3,49,71,49,44,66,71,65,78,71,0.5,0.8,1
line,fusion_id,3,34,69,60,47,81,66,55,86,85,0.5,0.8,1,3,40,67,47,51,67,93,45,89,85,0.5,0.8,1
line,fusion_id,3,50,85,83,67,70,78,50,82,70,0.5,0.8,1,3,66,66,96,55,69,59,49,96,78,0.5,0.8,1
line,fusion_id,3,48,91,103,51,89,56,48,112,66,0.5,0.8,1,3,46,80,61,52,72,74,35,93,73,0.5,0.8,1
line,fusion_id,3,42,55,66,47,79,75,54,58,75,0.5,0.8,1,3,49,67,57,41,74,74,41,76,63,0.5,0.8,1
line,fusion_id,3,42,66,41,32,94,78,46,62,80,0.5,0.8,1,3,43,96,78,43,65,68,52,75,63,0.5,0.8,1
line,fusion_id,3,65,103,70,59,83,62,48,105,44,0.5,0.8,1,3,60,55,68,50,56,72,53,82,58,0.5,0.8,1
line,fusion_id,3,44,66,80,69,73,75,38,95,106,0.5,0.8,1,3,36,74,50,40,86,76,35,69,78,0.5,0.8,1
line,fusion_id,3,39,87,60,71,109,81,47,61,77,0.5,0.8,1,3,50,94,56,44,72,83,44,78,69,0.5,0.8,1
line,fusion_id,3,55,74,67,43,85,96,47,67,64,0.5,0.8,1,3,48,85,53,49,61,71,47,85,72,0.5,0.8,1
line,fusion_id,3,31,50,55,43,73,78,43,95,82,0.5,0.8,1,3,71,94,77,50,63,59,37,60,86,0.5,0.8,1
line,fusion_id,3,55,78,71,45,89,73,58,57,80,0.5,0.8,1,3,40,71,69,47,61,68,46,88,82,0.5,0.8,1
line,fusion_id,3,55,60,101,48,70,75,48,70,73,0.5,0.8,1,3,60,47,89,64,111,48,52,95,47,0.5,0.8,1
line,fusion_id,3,41,79,75,52,55,72,58,75,73,0.5,0.8,1,3,32,79,99,55,62,73,59,95,69,0.5,0.8,1
line,fusion_id,3,41,81,83,54,83,66,51,73,104,0.5,0.8,1,3,38,87,92,50,70,68,61,82,58,0.5,0.8,1
line,fusion_id,3,52,80,63,43,75,75,39,56,42,0.5,0.8,1,3,44,78,73,58,83,71,39,76,81,0.5,0.8,1
line,fusion_id,3,62,68,61,44,85,64,46,61,63,0.5,0.8,1,3,46,89,85,47,101,60,45,112,87,0.5,0.8,1
line,fusion_id,3,39,116,73,51,82,70,54,76,77,0.5,0.8,1,3,50,76,62,41,71,84,52,55,64,0.5,0.8,1
line,fusion_id,3,46,62,69,50,85,104,40,81,58,0.5,0.8,1,3,37,81,67,42,101,55,43,76,46,0.5,0.8,1
line,fusion_id,3,49,75,56,31,79,83,36,81,62,0.5,0.8,1,3,39,75,87,35,123,84,60,90,71,0.5,0.8,1
line,fusion_id,3,40,59,64,44,75,76,45,99,72,0.5,0.8,1,3,47,75,63,65,43,77,54,88,60,0.5,0.8,1
line,fusion_id,3,72,97,45,31,103,81,53,68,98,0.5,0.8,1,3,40,80,58,53,91,67,41,78,67,0.5,0.8,1
line,fusion_id,3,54,65,70,48,83,75,46,82,72,0.5,0.8,1,3,68,69,77,50,42,44,57,70,73,0.5,0.8,1
line,fusion_id,3,71,73,85,61,81,67,41,85,64,0.5,0.8,1,3,57,81,87,43,82,60,40,105,74,0.5,0.8,1
line,fusion_id,3,45,65,62,65,87,87,68,76,88,0.5,0.8,1,3,37,66,76,53,66,86,43,63,75,0.5,0.8,1
line,fusion_id,3,46,84,104,59,61,55,43,59,49,0.5,0.8,1,3,51,68,67,54,82,60,51,80,54,0.5,0.8,1
line,fusion_id,3,45,66,74,61,71,73,41,58,75,0.5,0.8,1,3,70,91,52,51,73,58,41,85,68,0.5,0.8,1
line,fusion_id,3,46,87,76,44,85,81,33,99,78,0.5,0.8,1,3,60,84,65,73,74,74,56,80,66,0.5,0.8,1
line,fusion_id,3,40,86,73,50,66,72,59,68,63,0.5,0.8,1,3,73,80,55,51,81,56,45,77,61,0.5,0.8,1
line,fusion_id,3,50,73,68,47,56,71,67,80,57,0.5,0.8,1,3,58,67,69,54,80,72,49,75,45,0.5,0.8,1
line,fusion_id,3,53,65,70,48,78,102,37,108,75,0.5,0.8,1,3,51,86,55,62,100,92,53,68,72,0.5,0.8,1
line,fusion_id,3,30,66,69,47,71,90,41,79,60,0.5,0.8,1,3,47,108,78,52,62,98,58,73,51,0.5,0.8,1
line,fusion_id,3,53,58,83,45,76,71,60,89,89,0.5,0.8,1,3,45,64,55,58,83,104,54,89,87,0.5,0.8,1
line,fusion_id,3,50,78,70,59,79,55,45,86,43,0.5,0.8,1,3,31,85,86,46,59,67,34,86,68,0.5,0.8,1
line,fusion_id,3,56,106,77,72,95,41,37,98,66,0.5,0.8,1,3,54,75,57,53,66,68,31,98,61,0.5,0.8,1
line,fusion_id,3,65,100,85,44,88,80,50,94,80,0.5,0.8,1,3,61,63,90,60,66,69,59,79,84,0.5,0.8,1
line,fusion_id,3,58,68,58,42,68,82,46,82,63,0.5,0.8,1,3,46,80,74,55,71,75,49,110,61,0.5,0.8,1
line,fusion_id,3,52,63,77,44,94,62,46,80,58,0.5,0.8,1,3,50,69,78,27,87,62,55,76,64,0.5,0.8,1
line,fusion_id,3,51,98,72,46,87,67,62,75,81,0.5,0.8,1,3,61,61,70,38,85,83,44,79,74,0.5,0.8,1
line,fusion_id,3,73,82,66,49,65,71,34,81,64,0.5,0.8,1,3,48,77,63,49,91,83,38,82,59,0.5,0.8,1
line,fusion_id,3,41,69,77,39,80,57,51,101,62,0.5,0.8,1,3,43,65,71,47,56,67,56,85,102,0.5,0.8,1
line,fusion_id,3,65,74,68,56,73,86,44,79,73,0.5,0.8,1,3,58,66,66,41,73,74,45,86,68,0.5,0.8,1
line,fusion_id,3,72,72,79,46,61,56,60,74,61,0.5,0.8,1,3,45,84,73,46,72,76,58,90,60,0.5,0.8,1
line,fusion_id,3,66,67,60,58,71,64,44,82,67,0.5,0.8,1,3,50,102,50,43,67,88,70,77,85,0.5,0.8,1
line,fusion_id,3,56,74,66,59,70,40,61,53,77,0.5,0.8,1,3,42,56,77,54,56,64,66,53,61,0.5,0.8,1
line,fusion_id,3,42,64,88,38,78,61,48,95,77,0.5,0.8,1,3,41,72,57,37,101,86,44,76,52,0.5,0.8,1
line,fusion_id,3,43,72,55,53,74,68,32,88,87,0.5,0.8,1,3,60,88,72,45,93,66,50,73,78,0.5,0.8,1
line,fusion_id,3,46,77,73,44,71,86,39,77,59,0.5,0.8,1,3,56,62,63,39,84,63,56,89,92,0.5,0.8,1
line,fusion_id,3,48,100,53,47,68,62,46,86,79,0.5,0.8,1,3,42,103,74,50,72,62,43,89,68,0.5,0.8,1
line,fusion_id,3,49,76,68,44,89,67,48,89,81,0.5,0.8,1,3,49,87,76,55,92,78,45,81,85,0.5,0.8,1
line,fusion_id,3,45,102,56,44,88,54,73,67,73,0.5,0.8,1,3,74,58,63,58,92,58,35,67,85,0.5,0.8,1
line,fusion_id,3,60,85,85,65,69,77,45,91,84,0.5,0.8,1,3,53,82,50,66,78,59,49,81,88,0.5,0.8,1
line,fusion_id,3,53,70,38,39,91,59,44,53,78,0.5,0.8,1,3,69,67,63,59,71,78,38,76,75,0.5,0.8,1
line,fusion_id,3,40,78,82,61,60,67,44,84,65,0.5,0.8,1,3,54,103,69,42,69,73,56,84,72,0.5,0.8,1
line,fusion_id,3,45,86,59,41,63,67,54,74,80,0.5,0.8,1,3,46,73,64,63,69,89,63,78,78,0.5,0.8,1
line,fusion_id,3,52,93,95,51,79,76,46,82,69,0.5,0.8,1,3,64,62,69,67,87,77,49,42,91,0.5,0.8,1
line,fusion_id,3,51,85,82,35,64,71,41,79,57,0.5,0.8,1,3,49,55,58,66,84,76,40,103,78,0.5,0.8,1
line,fusion_id,3,48,86,61,46,86,48,52,59,64,0.5,0.8,1,3,39,64,65,44,72,68,60,102,103,0.5,0.8,1
line,fusion_id,3,50,95,99,37,99,64,71,75,81,0.5,0.8,1,3,62,91,67,42,62,75,50,83,82,0.5,0.8,1
line,fusion_id,3,40,70,49,50,65,54,41,74,70,0.5,0.8,1,3,56,74,97,56,94,65,70,90,77,0.5,0.8,1
line,fusion_id,3,42,102,47,39,68,84,54,65,65,0.5,0.8,1,3,43,93,80,52,97,69,47,93,62,0.5,0.8,1
line,fusion_id,3,56,84,68,64,102,71,42,90,98,0.5,0.8,1,3,54,73,77,62,88,46,54,70,89,0.5,0.8,1
line,fusion_id,3,56,64,60,42,74,64,42,80,45,0.5,0.8,1,3,49,96,60,51,85,54,43,67,83,0.5,0.8,1
line,fusion_id,3,40,74,59,50,66,60,63,92,60,0.5,0.8,1,3,68,79,54,45,78,83,51,78,57,0.5,0.8,1
line,fusion_id,3,42,87,80,52,96,80,55,80,60,0.5,0.8,1,3,50,82,62,44,73,55,52,92,77,0.5,0.8,1
line,fusion_id,3,37,98,80,43,91,70,48,69,65,0.5,0.8,1,3,45,79,54,45,89,102,54,85,65,0.5,0.8,1
line,fusion_id,3,45,65,76,39,81,81,60,84,71,0.5,0.8,1,3,38,80,76,55,65,85,38,64,64,0.5,0.8,1
line,fusion_id,3,40,86,81,49,57,75,57,78,68,0.5,0.8,1,3,51,54,77,41,74,79,56,87,61,0.5,0.8,1
line,fusion_id,3,45,69,73,39,73,61,47,63,73,0.5,0.8,1,3,47,86,89,47,72,69,53,82,55,0.5,0.8,1
line,fusion_id,3,57,60,62,41,92,71,58,81,79,0.5,0.8,1,3,53,66,55,41,89,83,38,53,80,0.5,0.8,1
line,fusion_id,3,40,72,56,60,62,52,39,73,73,0.5,0.8,1,3,28,73,55,72,62,55,51,82,54,0.5,0.8,1
line,fusion_id,3,54,99,91,46,82,69,50,88,62,0.5,0.8,1,3,50,63,87,51,84,81,72,82,53,0.5,0.8,1
line,fusion_id,3,51,80,74,39,93,48,70,84,56,0.5,0.8,1,3,42,91,84,54,66,69,71,71,63,0.5,0.8,1
line,fusion_id,3,38,88,72,45,75,75,54,72,44,0.5,0.8,1,3,39,88,84,45,60,50,51,98,99,0.5,0.8,1
line,fusion_id,3,56,71,54,41,101,61,51,106,54,0.5,0.8,1,3,40,83,51,37,74,70,61,59,64,0.5,0.8,1
line,fusion_id,3,59,73,71,43,82,64,52,115,72,0.5,0.8,1,3,68,111,74,56,81,69,50,74,59,0.5,0.8,1
line,fusion_id,3,46,72,58,38,86,58,54,94,88,0.5,0.8,1,3,50,61,68,52,85,64,43,86,62,0.5,0.8,1
line,fusion_id,3,28,81,53,42,85,65,50,70,91,0.5,0.8,1,3,45,89,59,51,67,68,44,71,66,0.5,0.8,1
line,fusion_id,3,74,68,77,42,100,54,44,83,86,0.5,0.8,1,3,46,58,56,76,98,50,70,70,51,0.5,0.8,1
line,fusion_id,3,47,93,67,59,80,69,57,77,82,0.5,0.8,1,3,44,95,99,57,61,94,52,72,55,0.5,0.8,1
line,fusion_id,3,45,73,73,44,68,77,43,90,61,0.5,0.8,1,3,41,59,69,73,72,115,37,76,53,0.5,0.8,1
line,fusion_id,3,60,84,69,54,97,98,42,71,59,0.5,0.8,1,3,50,67,63,52,71,64,61,74,62,0.5,0.8,1
line,fusion_id,3,49,74,71,47,71,77,33,87,69,0.5,0.8,1,3,36,66,62,39,86,67,40,57,67,0.5,0.8,1
line,fusion_id,3,53,79,70,57,77,70,57,95,82,0.5,0.8,1,3,48,116,95,38,76,85,54,95,65,0.5,0.8,1
line,fusion_id,3,56,76,69,37,102,69,37,70,74,0.5,0.8,1,3,46,104,86,72,74,73,34,88,63,0.5,0.8,1
line,fusion_id,3,51,90,72,54,73,74,67,82,76,0.5,0.8,1,3,49,67,66,56,74,73,29,50,53,0.5,0.8,1
line,fusion_id,3,24,84,59,55,67,64,66,68,57,0.5,0.8,1,3,52,106,91,39,100,75,66,85,55,0.5,0.8,1
line,fusion_id,3,51,105,83,55,81,60,57,87,50,0.5,0.8,1,3,51,98,56,44,81,80,46,76,73,0.5,0.8,1
line,fusion_id,3,50,78,63,27,97,66,42,88,73,0.5,0.8,1,3,58,96,77,50,79,62,44,81,61,0.5,0.8,1
line,fusion_id,3,63,69,55,46,80,62,43,74,95,0.5,0.8,1,3,58,68,81,49,99,65,59,85,84,0.5,0.8,1
line,fusion_id,3,37,69,45,58,70,47,44,61,102,0.5,0.8,1,3,58,75,61,73,64,70,54,96,71,0.5,0.8,1
line,fusion_id,3,62,94,80,46,86,88,77,108,67,0.5,0.8,1,3,50,61,70,60,90,68,38,47,67,0.5,0.8,1
